DateTime,GS_data,VBR_data,SPGI_data,MTB_data,CTAS_data,IJJ_data,IJK_data,MDY_data,HD_data,CLX_data,XLF_data,TVIX_data,SOXL_data,PXJ_data,GASL_data,XBI_data,SSO_data,AMGN_data,UVXY_data,VHT_data,LRCX_data,IYT_data,SDS_data,ISRG_data,TZA_data,VO_data,UPRO_data,SOXX_data,ITA_data,LQD_data,NFLX_data,IFF_data,NEE_data,SBUX_data,MCK_data,IWN_data,IWO_data,VTI_data,IEI_data,SNA_data,AMZA_data,AVGO_data,ROP_data,IVW_data,IVV_data,SOXS_data,NOC_data,AVB_data,SQQQ_data,IHI_data,IWD_data,PSA_data,IJT_data,QLD_data,SPAB_data,TECL_data,AGG_data,GOOG_data,BXP_data,VCR_data,MUB_data,ACN_data,SPY_data,SUB_data,JNJ_data,JNK_data,CHTR_data,TDG_data,TNA_data,UNH_data,SVXY_data,IBB_data,VB_data,STZ_data,ZBH_data,CMCSA_data,TMO_data,VBK_data,COO_data,BDX_data,CTXS_data,IWB_data,IJS_data,IJR_data,LMT_data,ECL_data,ANTM_data,IWV_data,APD_data,EBAY_data,VOT_data,XRT_data,VIOG_data,TRV_data,FRT_data,TECS_data,ARNC_data,IGIB_data,NVDA_data,TLH_data,RRC_data,SBAC_data,IYC_data,IUSG_data,KMB_data,VGT_data,GWW_data,BBH_data,APTV_data,IWF_data,IBM_data,MSFT_data,UHS_data,PPG_data,HON_data,IYH_data,AAPL_data,SRTY_data,SHV_data,INTU_data,SHW_data,VOO_data,IWM_data,FAZ_data,IGV_data,SPXS_data,EQIX_data,ADS_data,SPXL_data,ONEQ_data,SDOW_data,RYH_data,VUG_data,IYW_data,VOOG_data,CMI_data,ESS_data,IJH_data,AYI_data,HUM_data,DRI_data,DHR_data,TIP_data,DIA_data,FDX_data,TQQQ_data,AGZ_data,VAR_data,EXPE_data,VIOO_data,WLTW_data,ITOT_data,PXD_data,VDC_data,ROST_data,QID_data,GOOGL_data,CXO_data,WHR_data,HII_data,URTY_data,MLM_data,ERUS_data,RTN_data,UDOW_data,BLK_data,MCD_data,ZROZ_data,AGN_data,IEF_data,FINZ_data,AMZN_data,VONG_data,QQQ_data,IGSB_data,FAST_data,AAP_data,TLT_data,GVI_data,IHF_data,SPXU_data
20160531,151.16,97.69,107.68,110.86,90.65,119.76,162.29,258.57,121.67,116.47,13.83,60500.0,27.66,11.4737,207.8136,57.67,64.91,143.05,5425.0,122.67,77.51,133.94,70.11,211.57,182.41,116.98,21.99,90.65,118.63,105.29,102.57,119.39,108.64,51.04,176.69,90.2,133.67,99.91,117.33,150.5,5.3406,139.55,167.2,111.16,195.52,1400.63,200.71,159.82,271.33,129.18,93.52,221.47,123.66,37.33,26.33,38.18,100.37,735.72,113.85,117.68,102.86,111.53,195.08,101.42,102.61,86.06,218.94,198.16,31.76,126.1,123.84,92.51,109.19,145.98,118.48,29.49,149.95,119.72,162.65,158.01,66.47,108.73,109.74,54.97,215.9,112.45,125.45,115.69,118.67,24.1,99.51,39.98,105.78,104.72,136.53,124.92,20.06,49.07,46.07,130.46,41.5452,99.11,139.68,38.83,112.56,105.11,211.0,108.64,54.22,96.31,131.38,49.57,133.15,101.65,100.79,140.37,94.17,95.35,104.99,102.94,281.41,178.76,109.28,175.63,105.76,70.16,337.05,213.36,20.82,185.79,236.96,148.1,103.38,104.48,100.02,103.34,204.12,140.79,255.76,168.05,60.23,49.81,105.31,163.94,158.18,17.38,106.63,72.6,107.4,99.99,121.01,44.45,158.55,122.54,51.46,111.58,748.85,120.63,157.45,146.31,37.27,183.45,21.64,120.59,33.61,330.27,110.76,111.43,224.37,101.82,32.9821,722.79,98.66,106.67,48.49,20.61,152.85,118.65,103.6,119.21,104.38
20160601,151.62,98.17,106.71,110.65,90.66,120.23,162.88,259.77,121.4,117.69,13.86,59750.0,28.14,11.3502,210.6978,57.79,65.17,143.14,5335.0,123.19,77.81,133.73,69.8,212.56,178.53,117.27,22.11,91.12,119.25,105.36,101.51,119.31,108.66,50.98,178.3,90.78,134.78,100.18,117.27,152.01,5.5012,139.92,166.99,111.26,195.89,1378.05,202.12,156.75,271.48,129.85,93.73,224.16,124.49,37.31,26.32,37.87,100.32,734.15,115.19,117.71,102.86,111.57,195.48,101.39,102.69,86.1,227.5,200.08,32.4,126.91,124.68,92.98,109.85,146.61,118.52,29.69,151.23,120.51,165.47,158.57,67.16,109.02,110.47,55.37,217.59,113.68,125.78,115.95,119.81,23.71,99.7,40.12,106.71,105.37,137.13,125.95,20.13,49.05,46.16,130.57,42.0427,98.07,140.01,38.93,113.39,105.05,210.84,108.91,53.5,96.43,130.33,49.43,134.2,101.93,100.89,140.9,92.85,93.05,104.99,103.46,281.65,179.09,110.02,174.2,106.22,69.87,340.72,213.77,20.94,185.97,236.65,149.13,103.46,104.29,100.06,103.03,196.67,141.34,251.91,172.82,59.87,50.06,105.15,164.01,157.92,17.39,106.54,72.48,106.78,100.72,121.05,44.51,157.72,123.54,51.36,111.78,748.46,120.59,158.0,149.37,38.06,183.14,21.51,122.05,33.63,330.94,110.68,111.94,230.7,101.79,32.8441,719.44,98.8,106.68,48.49,20.7,152.35,119.13,103.54,120.14,103.64
20160602,150.97,98.76,106.37,111.4,91.29,120.95,163.74,261.49,121.94,117.64,13.88,57000.0,28.13,11.1982,212.5875,59.45,65.55,144.79,5050.0,124.85,78.27,133.53,69.49,213.15,174.56,117.98,22.32,91.14,119.66,105.58,101.25,119.12,108.36,50.79,181.45,91.16,136.23,100.51,117.44,150.94,5.5353,140.05,167.76,111.65,196.53,1378.05,202.23,156.86,269.78,131.22,93.99,225.2,125.27,37.49,26.38,37.73,100.57,730.4,115.33,118.5,102.99,111.78,196.08,101.47,104.24,86.13,227.82,199.89,33.15,128.34,128.14,94.67,110.58,146.94,119.26,29.66,151.71,121.58,167.26,160.19,67.7,109.39,111.0,55.67,217.36,114.01,126.52,116.38,119.39,23.89,100.35,40.58,107.03,105.39,137.96,126.48,20.19,49.09,46.49,131.21,42.1988,101.45,140.87,39.07,113.41,105.05,212.28,110.61,54.52,96.83,131.18,49.09,135.63,102.14,101.41,142.76,92.15,91.14,105.0,104.35,282.31,179.63,110.87,172.92,106.38,69.18,342.2,215.57,21.12,186.76,234.63,150.77,103.83,104.12,100.38,103.93,195.88,142.2,252.29,182.52,60.2,50.06,105.51,164.52,158.01,17.49,106.72,73.34,107.27,101.09,121.7,44.69,157.64,123.8,51.74,111.2,744.27,120.28,157.82,149.49,38.91,182.34,21.49,122.9,33.94,329.85,110.76,113.28,235.19,102.1,32.6075,728.24,99.12,106.9,48.48,20.82,151.17,119.99,103.68,122.04,102.83
20160603,147.55,98.3,105.59,109.74,90.83,120.61,162.85,260.05,121.32,117.72,13.69,56000.0,28.39,11.2457,207.7638,57.72,65.14,144.18,4995.0,124.21,77.78,133.05,69.84,212.28,177.55,117.45,22.13,91.41,119.55,106.43,99.59,118.77,110.16,50.78,180.17,90.77,135.23,100.23,118.14,147.97,5.511,146.97,167.88,111.31,195.87,1364.31,203.93,154.07,273.34,130.79,93.62,227.19,124.43,37.12,26.52,37.36,101.12,722.34,115.8,117.91,103.12,111.46,195.49,101.51,104.49,86.27,224.95,198.79,32.58,129.09,128.76,93.18,110.08,146.22,118.2,29.61,151.04,120.89,165.24,160.64,66.76,109.03,110.49,55.36,218.36,113.94,125.15,115.93,119.18,23.62,99.74,40.3,106.4,105.16,138.77,127.46,20.6,49.32,45.84,132.44,42.1793,101.7,140.3,38.96,115.25,104.69,210.49,109.15,53.51,96.62,130.65,48.44,133.66,101.64,101.64,142.15,92.34,92.74,105.0,103.7,281.32,179.11,110.2,178.67,105.83,69.87,339.55,214.71,20.95,185.44,235.41,150.07,103.58,103.77,100.14,102.59,191.56,141.5,251.47,181.39,60.16,49.88,106.19,164.31,157.07,17.25,107.04,73.1,106.19,100.66,120.5,44.56,157.99,124.46,51.29,112.2,735.86,118.65,156.72,150.3,38.23,181.2,21.94,124.48,33.78,328.26,110.93,115.35,235.04,103.05,33.9481,725.54,98.97,106.4,48.58,20.68,149.74,121.7,104.09,121.24,103.61
20160606,148.86,99.41,106.19,111.3,91.02,121.9,163.57,262.36,118.97,117.19,13.77,54500.0,28.17,12.129000000000001,224.1741,59.28,65.84,145.08,4870.0,125.02,77.33,133.81,69.14,211.87,171.71,118.09,22.46,91.2,120.68,106.17,100.74,119.24,110.11,51.69,180.85,91.67,136.72,100.75,118.0,147.88,5.6814,147.22,169.84,111.66,196.96,1376.58,204.18,151.25,270.4,131.18,94.3,224.7,125.57,37.38,26.46,37.73,100.98,716.55,115.15,118.06,103.12,112.12,196.48,101.47,105.41,86.69,221.68,199.48,33.61,130.33,130.38,94.6,111.19,147.84,117.93,29.54,151.36,121.92,162.91,161.36,67.4,109.61,111.94,55.99,218.8,115.22,125.71,116.65,121.1,23.63,100.15,40.3,107.56,104.9,138.28,126.19,21.29,49.28,45.6,132.01,43.9351,101.85,140.38,39.14,115.33,105.08,211.24,110.26,53.87,96.97,130.52,48.76,135.22,102.06,102.3,143.02,93.01,89.66,105.02,104.36,283.71,179.98,111.39,176.17,106.52,68.74,343.84,217.45,21.25,186.43,230.9,150.88,103.86,104.15,100.49,104.99,188.65,142.72,248.86,184.49,59.8,50.25,106.31,165.35,156.55,17.43,107.05,73.77,105.97,101.71,120.68,44.8,159.12,124.56,50.56,111.47,730.06,119.81,157.64,151.09,39.51,181.59,22.31,124.42,34.46,330.72,111.52,113.88,235.28,102.78,33.1201,726.73,99.31,106.79,48.56,20.52,149.27,120.79,104.09,122.47,101.98
20160607,147.07,99.8,105.57,109.92,90.77,122.52,164.04,263.2,119.64,117.21,13.74,54750.0,29.0,12.49,242.3248,58.24,66.0,143.91,4895.0,124.37,77.94,135.3,68.91,211.96,170.34,118.67,22.54,92.07,121.09,106.33,99.89,119.88,109.53,51.42,178.73,91.98,137.09,100.95,118.12,148.34,5.7106,149.03,170.07,111.67,197.19,1333.88,204.42,150.86,272.26,131.25,94.61,223.2,126.1,37.23,26.51,38.12,101.07,716.65,115.9,118.33,103.18,112.17,196.79,101.46,105.37,87.11,220.8,200.51,33.86,129.19,130.3,92.18,111.5,144.04,115.88,29.47,150.86,122.32,164.86,160.69,68.32,109.75,112.36,56.17,218.89,115.87,126.16,116.85,120.85,23.92,100.72,40.58,108.05,105.13,138.29,124.92,21.19,49.35,45.69,132.28,45.0862,104.11,140.57,39.15,115.36,105.29,211.41,107.7,54.52,96.95,131.03,48.73,136.09,101.73,102.14,142.1,93.39,88.96,105.03,104.67,284.06,180.3,111.71,177.15,106.79,68.4,345.38,216.64,21.35,186.21,230.43,149.84,103.93,104.29,100.46,105.76,187.93,143.25,254.87,183.53,59.89,50.47,106.6,165.53,158.04,17.31,107.14,74.12,106.84,102.16,122.17,44.89,163.76,124.58,51.37,111.93,731.09,125.52,160.44,150.8,39.79,181.52,22.91,125.07,34.55,327.98,111.43,114.38,237.48,102.93,33.1201,723.74,99.36,106.52,48.6,20.48,150.73,121.09,104.17,122.57,101.56
20160608,146.57,100.27,105.98,110.42,90.99,123.09,164.73,264.44,119.34,117.89,13.75,55500.0,28.92,12.6229,234.7662,58.31,66.43,143.1,4925.0,124.98,78.33,136.07,68.48,214.29,166.41,119.07,22.76,92.03,121.69,106.68,97.86,121.25,111.17,51.35,181.41,92.8,138.0,101.3,118.14,148.48,5.622999999999999,148.0,169.99,112.08,197.82,1335.36,206.28,150.7,271.48,132.64,94.91,219.98,127.34,37.33,26.52,38.4,101.11,728.28,116.06,118.51,103.29,111.86,197.43,101.49,105.44,87.5,223.08,199.24,34.66,132.45,129.44,92.1,112.15,146.85,116.2,29.45,152.3,123.06,164.76,162.14,69.02,110.11,113.24,56.68,219.69,116.58,128.01,117.24,122.21,23.87,101.0,40.6,109.11,105.41,138.86,123.99,21.4,49.37,45.54,132.59,43.3791,103.8,140.83,39.27,115.8,105.64,213.09,107.6,55.08,97.26,131.6,48.67,136.98,104.73,102.77,142.73,93.3,86.89,105.03,103.68,285.48,180.89,112.54,175.97,106.96,67.76,347.23,214.89,21.55,186.67,227.94,150.83,104.3,104.59,100.8,107.31,187.92,143.9,256.17,183.14,59.84,50.83,106.85,166.16,157.96,17.38,106.99,74.99,106.23,103.04,121.96,45.05,165.26,125.18,51.64,111.58,742.93,125.55,163.3,155.25,40.71,184.18,23.24,126.68,34.93,329.16,111.62,115.49,237.88,103.05,33.4947,726.64,99.64,106.7,48.6,20.59,152.53,121.73,104.18,124.16,100.74
20160609,145.18,99.81,105.98,109.81,91.36,122.69,164.51,263.76,119.07,118.62,13.65,57500.0,29.04,12.414000000000001,234.9651,56.6,66.25,141.99,5115.0,124.49,78.56,135.81,68.64,216.07,169.65,118.8,22.68,92.14,121.83,106.83,97.09,120.13,112.13,51.68,180.57,92.31,136.84,101.1,118.22,149.13,5.6668,148.39,170.3,112.02,197.59,1332.9,207.16,151.26,272.26,133.26,94.65,214.24,126.74,37.2,26.58,38.45,101.18,728.58,116.89,118.2,103.47,111.97,197.16,101.54,106.53,87.11,222.97,200.18,34.0,132.71,126.98,90.47,111.62,146.89,115.85,29.32,152.31,122.42,165.04,162.22,68.63,109.91,112.62,56.39,219.96,115.86,127.58,116.99,121.97,23.97,100.72,39.99,108.59,105.41,140.03,123.7,21.29,49.41,46.73,132.95,45.0764,103.54,140.52,39.22,116.62,105.55,209.91,105.8,54.99,97.15,131.11,48.28,136.25,104.24,103.78,142.3,93.97,88.53,105.03,103.77,283.28,180.62,111.82,179.21,106.52,68.1,347.49,213.76,21.47,186.19,228.72,150.54,104.18,104.6,100.77,107.1,187.98,143.56,255.13,183.48,60.67,50.94,106.88,165.99,157.35,17.31,107.13,75.04,105.35,102.54,122.48,44.95,162.39,125.74,52.38,112.01,742.52,123.74,162.02,156.17,39.91,183.63,22.79,127.04,34.83,326.98,112.25,116.68,235.46,103.21,34.2635,727.65,99.53,106.53,48.62,20.3,155.77,122.52,104.25,123.79,101.09
20160610,142.07,98.39,103.54,109.05,90.38,120.86,162.3,260.05,118.64,119.4,13.48,67500.0,27.58,11.8916,203.8851,55.31,65.02,140.18,6045.0,123.18,77.37,133.69,69.92,213.86,176.62,117.04,22.02,90.63,120.41,106.96,93.75,119.16,111.99,51.02,179.21,91.24,134.67,100.06,118.46,144.99,5.3941,145.39,168.23,111.0,195.73,1397.68,206.0,151.1,281.21,131.97,93.68,211.07,125.0,36.37,26.63,37.44,101.32,719.41,116.21,116.76,103.64,110.87,195.29,101.62,106.54,86.64,223.53,196.33,32.59,131.36,115.5,88.49,109.83,146.22,115.69,29.26,149.98,120.29,163.08,161.33,67.33,108.87,111.13,55.65,219.88,115.34,125.45,115.84,121.79,23.71,99.09,39.41,106.97,105.04,139.94,127.02,20.54,49.46,45.56,133.43,42.15,100.72,139.34,38.81,116.88,104.28,205.57,103.84,53.71,96.26,130.21,48.15,133.46,103.12,103.31,140.88,93.2,92.19,105.04,102.73,282.33,178.88,110.3,185.8,105.05,69.92,344.78,207.03,20.87,183.76,233.07,148.79,103.03,103.41,99.83,104.72,188.05,141.57,248.4,181.93,60.21,50.4,106.88,164.91,154.24,16.73,107.31,74.8,103.11,101.14,120.05,44.49,157.79,125.75,51.81,114.52,733.19,119.08,160.07,155.61,38.19,180.05,22.09,127.09,34.16,316.94,111.85,117.28,229.3,103.57,35.3873,717.91,98.59,105.32,48.64,19.95,152.03,123.11,104.42,121.91,104.03
20160613,140.87,97.21,103.27,109.18,89.99,119.39,160.63,257.25,117.72,118.86,13.39,87000.0,27.2,11.7396,202.3435,54.39,64.0,138.64,7850.0,122.25,77.01,132.12,71.04,214.7,182.26,115.95,21.53,90.16,118.89,106.8,93.85,117.85,111.78,51.18,177.44,90.32,133.08,99.23,118.67,143.14,5.3649,144.66,165.07,110.09,194.18,1418.79,203.81,151.6,288.63,131.17,93.03,211.38,123.64,35.73,26.62,36.31,101.4,718.36,115.2,115.92,103.7,109.76,193.79,101.54,106.34,86.15,223.28,194.62,31.55,130.27,98.14,87.44,108.64,145.72,114.73,29.07,148.87,119.08,162.16,160.43,66.95,107.96,109.82,55.03,217.47,114.46,124.65,114.89,119.83,23.53,98.19,38.93,105.88,104.29,139.66,130.88,20.17,49.48,46.14,133.9,42.4916,100.46,138.37,38.49,116.22,103.33,200.93,102.61,52.59,95.44,129.28,46.9,130.36,101.66,101.94,139.79,91.79,95.15,105.04,101.98,281.75,177.53,109.1,190.28,104.47,71.54,343.86,204.47,20.37,182.05,237.89,147.48,102.34,102.37,99.02,102.68,189.87,139.99,247.85,179.92,60.14,49.78,106.75,163.67,153.82,16.3,107.38,73.48,100.73,100.03,118.6,44.14,158.91,124.7,51.72,116.41,731.88,118.97,157.8,152.12,36.99,177.48,21.74,125.46,33.42,314.76,112.43,118.12,231.79,103.78,35.6632,715.24,98.01,104.44,48.64,19.69,151.56,123.66,104.51,120.32,106.39
20160614,138.56,96.81,102.92,107.17,90.01,118.97,160.26,256.32,115.33,120.32,13.19,82500.0,27.13,11.6351,203.8851,54.15,63.76,138.56,7505.0,122.29,77.0,130.18,71.32,215.0,183.83,115.61,21.42,90.13,118.83,106.56,94.12,117.88,113.03,51.68,175.42,89.9,132.94,99.05,118.65,142.77,5.3357,143.74,165.21,110.06,193.83,1419.77,205.57,151.04,288.47,130.85,92.69,209.42,123.57,35.77,26.6,36.44,101.35,718.27,114.38,115.59,103.88,110.7,193.41,101.63,106.64,85.86,222.24,195.02,31.25,130.06,100.24,86.8,108.24,149.77,113.35,29.18,146.35,118.8,162.83,161.06,66.8,107.75,109.75,54.95,219.07,114.47,124.5,114.6,119.72,23.52,98.01,38.82,105.81,103.87,139.21,130.39,19.69,49.41,46.23,133.81,42.15,99.95,137.91,38.46,118.15,103.44,203.25,102.13,51.97,95.35,129.09,46.61,131.72,101.08,102.28,140.03,91.91,96.01,105.03,102.52,282.43,177.14,108.79,197.06,104.6,71.98,343.85,200.67,20.24,181.4,240.07,147.52,102.32,102.41,98.98,101.96,190.68,139.55,243.94,180.89,60.45,50.07,106.48,163.16,153.55,16.3,107.37,73.17,101.38,99.94,118.11,44.02,161.24,124.97,52.06,116.37,733.25,121.75,157.67,151.92,36.68,176.29,21.58,126.25,33.07,310.38,111.99,118.03,232.32,103.75,37.5361,719.3,97.68,104.44,48.62,19.81,151.64,123.57,104.46,120.51,106.93
20160615,138.53,96.95,103.13,107.84,89.92,119.25,160.4,256.8,116.52,119.74,13.21,81250.0,27.14,11.8061,202.9402,54.39,63.55,137.57,7365.0,121.63,77.48,130.56,71.51,215.04,183.29,115.77,21.3,90.12,118.89,106.96,94.29,116.8,112.0,51.47,174.83,89.89,133.18,98.95,118.97,142.34,5.3601,143.66,164.56,109.89,193.48,1420.26,205.84,153.36,290.94,128.49,92.6,214.09,123.49,35.55,26.67,36.28,101.57,718.92,114.81,116.04,103.93,110.1,193.14,101.68,105.99,85.76,221.19,195.24,31.32,130.08,101.22,86.8,108.52,148.93,112.96,29.05,145.79,119.23,162.38,158.92,66.13,107.69,109.77,54.94,218.84,113.75,124.59,114.53,119.51,23.6,98.12,39.3,105.73,103.19,140.04,131.08,20.45,49.52,46.71,134.17,42.0231,100.16,138.11,38.47,117.82,103.26,203.1,101.74,52.53,95.26,128.77,46.48,130.46,100.65,102.29,139.18,91.61,95.62,105.03,102.57,281.24,176.88,108.86,196.77,104.91,72.27,346.45,199.68,20.16,181.49,241.0,146.42,102.23,102.3,98.8,102.41,194.38,139.85,246.31,180.75,59.92,49.84,106.98,162.94,153.47,16.16,107.52,72.44,100.74,99.93,117.34,44.0,160.71,124.7,52.48,117.18,732.19,121.45,158.97,152.37,36.79,178.22,21.76,126.46,32.96,310.16,111.75,118.66,227.6,104.06,37.1813,714.26,97.55,104.14,48.68,19.68,152.71,124.04,104.63,120.14,107.51
20160616,138.98,96.75,103.52,107.7,90.44,119.05,160.44,256.62,117.29,120.61,13.24,77250.0,27.11,11.3407,190.4585,54.51,63.96,137.94,6970.0,122.03,77.65,130.01,71.04,214.51,183.34,115.75,21.49,90.11,118.7,107.12,95.44,116.54,112.92,51.64,173.69,89.9,133.15,99.24,118.94,142.75,5.3601,143.87,164.79,110.2,194.11,1421.73,205.41,154.77,288.78,129.98,92.83,214.88,123.3,35.76,26.66,36.51,101.63,710.36,114.69,116.39,104.09,110.9,193.71,101.72,106.2,85.73,221.48,195.08,31.32,131.4,103.94,86.64,108.33,149.42,113.24,29.4,145.61,119.17,162.77,159.43,66.08,107.99,109.75,54.9,219.23,114.45,126.18,114.83,120.11,23.5,98.08,39.08,105.25,104.06,141.5,130.15,20.32,49.51,46.89,134.55,41.8084,100.17,138.44,38.54,118.72,103.45,204.58,101.58,52.84,95.51,129.09,47.13,130.15,100.97,102.53,139.57,91.99,95.7,105.06,102.78,280.87,177.46,108.85,195.14,105.18,71.58,351.44,198.34,20.36,181.9,237.74,146.79,102.39,102.4,99.08,102.33,195.36,139.67,244.3,182.21,59.96,50.27,106.76,163.76,155.59,16.27,107.53,71.74,100.75,99.88,118.0,44.09,150.96,125.56,52.58,116.37,724.25,117.15,157.28,151.88,36.8,177.87,21.49,126.63,33.43,310.08,111.95,119.82,225.84,104.18,37.4967,717.51,97.88,104.45,48.67,19.83,153.0,124.65,104.67,120.51,106.24
20160617,138.04,97.06,102.8,108.73,89.91,119.68,159.72,256.62,117.08,119.94,13.23,77500.0,26.43,11.8283,203.4375,53.07,63.45,135.51,6960.0,120.52,77.86,130.78,71.59,213.91,185.5,115.85,21.25,89.35,118.66,106.8,94.45,116.15,113.14,51.43,171.78,90.01,131.92,98.91,118.82,142.27,5.4185,141.48,163.87,109.38,193.38,1458.05,203.12,154.15,298.35,129.17,92.9,212.25,122.36,34.94,26.62,35.65,101.56,691.72,114.81,116.2,104.11,110.22,192.99,101.74,105.15,85.83,221.05,195.09,30.95,130.48,104.1,84.78,108.28,146.84,113.02,29.06,144.63,118.6,161.73,157.99,65.6,107.59,110.0,54.76,217.12,114.09,126.24,114.45,119.23,23.44,98.01,39.3,104.82,103.24,140.21,132.98,20.73,49.45,46.07,133.98,43.2333,99.41,137.87,38.29,118.14,102.5,204.7,99.83,53.02,94.9,129.89,46.89,129.59,102.12,102.64,137.99,89.9,97.06,105.06,101.69,278.72,176.8,108.39,196.67,104.52,72.32,348.76,198.98,20.11,180.32,240.07,145.6,101.73,101.45,98.41,103.08,195.87,139.76,241.48,182.31,59.91,49.61,106.5,163.22,155.96,15.72,107.47,71.05,100.55,99.6,118.46,43.97,152.73,125.03,52.41,119.03,704.25,120.11,158.37,152.36,36.32,177.33,21.97,125.23,33.12,312.29,111.77,118.66,223.7,103.82,37.7727,706.39,97.25,103.22,48.66,19.91,153.61,123.87,104.64,119.75,107.44
20160620,140.04,97.98,103.35,108.91,90.13,120.84,161.47,259.32,117.52,119.9,13.31,66750.0,27.33,11.8093,212.1896,53.86,64.25,136.44,5975.0,121.47,79.17,132.26,70.69,216.03,179.61,117.01,21.66,90.34,119.76,106.66,93.8,117.53,112.36,51.5,173.8,90.82,133.52,99.58,118.5,143.41,5.4331,142.32,166.59,110.11,194.66,1405.04,203.92,154.6,293.26,130.74,93.5,211.91,123.98,35.34,26.58,36.2,101.28,693.71,114.96,117.28,103.9,111.6,194.24,101.71,106.11,86.44,221.12,196.6,31.94,131.27,111.08,85.55,109.58,147.11,114.16,29.1,146.74,120.08,164.12,160.13,66.64,108.31,111.27,55.42,218.1,114.61,126.6,115.21,119.84,24.2,99.04,39.8,106.35,103.93,140.47,130.83,21.12,49.42,46.9,133.12,44.1409,101.78,138.77,38.57,118.57,103.26,205.9,100.51,55.6,95.55,131.27,46.83,130.96,102.35,103.65,138.95,89.68,93.83,105.04,103.61,279.93,177.93,109.57,192.74,105.91,71.0,348.14,192.82,20.48,181.64,234.32,146.59,102.37,102.06,99.06,104.69,196.41,141.15,246.07,184.99,60.12,50.11,106.19,164.4,158.09,16.0,107.18,71.63,103.49,100.8,119.35,44.28,152.25,125.37,52.36,117.72,706.13,121.74,160.26,153.2,37.52,178.67,22.41,125.36,33.81,318.27,112.82,116.63,223.9,103.38,36.7278,714.01,98.01,103.87,48.66,20.16,154.63,122.55,104.46,121.12,105.46
20160621,140.61,97.94,103.85,109.35,90.36,120.82,161.5,259.52,117.64,120.6,13.39,67500.0,27.61,11.8855,223.5276,52.89,64.62,135.33,6035.0,121.01,79.52,131.85,70.27,215.06,180.74,117.21,21.84,90.63,119.48,106.57,90.99,117.79,112.39,51.9,173.22,90.84,132.97,99.8,118.36,143.71,5.5986,141.31,166.42,110.35,195.2,1392.28,203.62,155.55,290.63,130.83,93.81,212.06,123.75,35.57,26.55,36.89,101.21,695.94,115.63,117.07,103.86,111.96,194.79,101.64,105.78,86.94,222.81,197.56,31.69,130.96,110.36,84.31,109.39,147.59,115.07,29.14,147.27,119.79,165.4,162.02,66.72,108.54,110.99,55.33,218.02,114.89,125.39,115.47,119.1,24.33,99.09,39.46,106.08,104.03,140.85,128.58,21.34,49.39,46.62,132.88,45.3315,102.36,138.65,38.56,118.71,103.78,205.96,99.04,55.18,95.62,131.65,47.88,130.98,102.01,103.86,138.46,90.45,94.33,105.04,104.14,277.94,178.44,109.36,190.23,106.68,70.55,353.35,192.06,20.67,182.05,233.7,146.19,102.52,102.74,99.32,104.14,197.52,141.19,247.04,185.16,59.67,50.25,105.87,164.64,157.59,16.16,107.16,72.12,103.67,100.62,120.35,44.35,155.3,125.81,52.99,116.87,708.88,124.82,159.76,153.84,37.23,178.38,22.62,125.16,33.95,317.88,112.1,115.75,220.37,103.14,36.1758,715.82,98.02,104.2,48.66,20.13,153.5,121.98,104.36,121.1,104.73
20160622,140.41,97.74,103.18,108.85,90.46,120.47,161.23,258.68,117.51,121.28,13.37,72000.0,27.49,11.8569,216.3171,53.0,64.4,135.68,6460.0,121.35,80.45,131.0,70.58,217.15,182.8,117.05,21.72,90.54,119.31,106.76,90.01,117.41,111.82,51.71,175.41,90.39,132.51,99.57,118.5,141.7,5.5743,140.7,166.07,110.13,194.87,1400.14,203.66,155.44,292.02,131.22,93.61,211.19,123.16,35.39,26.57,36.5,101.27,697.46,116.15,116.72,103.82,111.59,194.47,101.73,106.04,86.86,222.39,196.9,31.31,130.68,106.72,84.89,109.05,146.46,115.34,29.18,148.2,119.4,164.39,161.98,66.62,108.39,110.45,55.09,217.67,114.9,122.78,115.2,119.39,23.98,98.88,39.28,105.53,103.21,140.89,129.95,21.4,49.43,46.58,133.12,44.3556,102.6,138.58,38.51,118.82,103.32,206.99,99.93,55.07,95.45,130.68,47.69,133.13,101.77,103.22,138.88,90.11,95.35,105.06,102.74,280.28,178.14,108.93,191.26,105.32,70.75,353.48,192.05,20.55,181.3,235.87,146.57,102.3,102.28,99.05,104.52,197.83,140.84,246.75,182.82,59.65,50.26,106.16,164.19,150.44,16.06,107.24,72.85,104.25,100.33,119.56,44.26,157.0,125.8,52.58,117.37,710.47,125.01,160.68,154.5,36.78,178.47,22.08,125.17,33.67,317.58,110.26,115.91,217.52,103.35,35.3873,710.6,97.77,103.95,48.67,20.12,152.23,122.18,104.39,121.14,105.19
