Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Name
2015-02-12,156.35,156.85,154.92,155.39,384500,0.0,0,TDG
2015-02-13,155.13,157.05,155.13,156.86,285300,0.0,0,TDG
2015-02-17,156.83,157.12,155.94,156.53,292500,0.0,0,TDG
2015-02-18,156.59,157.59,156.2,157.24,276300,0.0,0,TDG
2015-02-19,157.47,159.62,156.84,159.39,247900,0.0,0,TDG
2015-02-20,159.42,160.74,158.54,160.71,272400,0.0,0,TDG
2015-02-23,162.24,168.87,162.09,167.54,807500,0.0,0,TDG
2015-02-24,167.17,169.8,167.17,169.38,731200,0.0,0,TDG
2015-02-25,169.62,170.09,167.39,168.01,711300,0.0,0,TDG
2015-02-26,168.01,168.01,166.14,166.61,455000,0.0,0,TDG
2015-02-27,165.13,166.4,162.24,163.06,515500,0.0,0,TDG
2015-03-02,163.51,165.41,162.29,164.0,529100,0.0,0,TDG
2015-03-03,163.36,163.96,162.68,163.71,284200,0.0,0,TDG
2015-03-04,163.53,163.87,161.78,161.91,285900,0.0,0,TDG
2015-03-05,161.8,162.91,160.67,161.92,256200,0.0,0,TDG
2015-03-06,161.58,162.35,159.56,160.25,308000,0.0,0,TDG
2015-03-09,160.55,162.43,160.32,161.47,334000,0.0,0,TDG
2015-03-10,160.18,161.13,160.11,160.16,218900,0.0,0,TDG
2015-03-11,160.63,161.53,160.35,161.03,214600,0.0,0,TDG
2015-03-12,161.62,162.82,160.99,162.62,285900,0.0,0,TDG
2015-03-13,162.09,163.03,159.99,161.53,176200,0.0,0,TDG
2015-03-16,161.55,163.38,161.09,163.27,385300,0.0,0,TDG
2015-03-17,162.77,163.2,161.77,162.78,286400,0.0,0,TDG
2015-03-18,161.85,163.45,160.37,162.74,269700,0.0,0,TDG
2015-03-19,162.97,163.6,160.54,161.5,202900,0.0,0,TDG
2015-03-20,163.99,164.25,161.68,162.23,434300,0.0,0,TDG
2015-03-23,162.23,163.43,161.07,162.26,243600,0.0,0,TDG
2015-03-24,161.87,163.05,161.2,161.77,181600,0.0,0,TDG
2015-03-25,161.62,162.23,160.8,160.91,432200,0.0,0,TDG
2015-03-26,160.69,162.31,159.95,161.8,426700,0.0,0,TDG
2015-03-27,161.8,164.58,161.8,163.82,205900,0.0,0,TDG
2015-03-30,164.23,165.9,163.82,165.29,271200,0.0,0,TDG
2015-03-31,165.44,165.44,163.98,164.46,313700,0.0,0,TDG
2015-04-01,163.51,165.19,163.17,164.46,329700,0.0,0,TDG
2015-04-02,164.66,166.04,164.2,165.61,210000,0.0,0,TDG
2015-04-06,164.84,166.51,164.48,165.23,186700,0.0,0,TDG
2015-04-07,165.35,166.57,165.01,166.05,257700,0.0,0,TDG
2015-04-08,166.41,167.18,164.87,165.88,303200,0.0,0,TDG
2015-04-09,166.59,167.17,165.76,166.89,277600,0.0,0,TDG
2015-04-10,167.5,168.43,166.78,167.83,204000,0.0,0,TDG
2015-04-13,168.02,168.41,167.07,167.54,297300,0.0,0,TDG
2015-04-14,167.63,167.66,166.2,167.15,171800,0.0,0,TDG
