DateTime,GS_data,SPGI_data,IJJ_data,IJK_data,BTC-USD_data,ETC-USD_data,UVXY_data,LRCX_data,LTC-USD_data,ITA_data,NEE_data,SBUX_data,MCK_data,NOC_data,IHI_data,PSA_data,XLM-USD_data,QLD_data,XRP-USD_data,AGG_data,ETH-USD_data,BXP_data,VCR_data,MUB_data,ACN_data,CI_data,SUB_data,JNJ_data,TNA_data,SVXY_data,KR_data,STZ_data,LLY_data,ZBH_data,VBK_data,BDX_data,IJS_data,AIV_data,LMT_data,ECL_data,XEC_data,EBAY_data,TRV_data,TECS_data,ARNC_data,IGIB_data,TLH_data,KMB_data,VGT_data,GWW_data,USDT-USD_data,IWF_data,MSFT_data,UHS_data,IYH_data,SHW_data,FAZ_data,SPXS_data,VUG_data,IYW_data,CMI_data,HUM_data,DHR_data,XMR-USD_data,VAR_data,ITOT_data,DASH-USD_data,AMAT_data,VDC_data,ROST_data,QID_data,WHR_data,MLM_data,RTN_data,MCD_data,ZROZ_data,IEF_data,AAP_data,GVI_data
20160526,150.29,106.32,118.7,160.95,279.58,20.7418,5745.0,75.83,4.21,119.11,108.37,51.41,173.25,201.92,128.81,221.85,0.0024,36.8,0.0082,100.33,13.85,113.1,116.99,102.9,111.0,128.77,101.49,102.8,30.53,120.34,32.64,150.56,67.97,118.85,118.32,158.71,108.48,37.72,219.25,113.37,115.47,23.76,104.23,127.51,20.58,49.02,130.46,113.34,104.33,210.24,1.0,95.9,48.53,132.65,139.32,278.83,177.94,70.8,102.95,103.73,102.46,169.75,50.23,0.74,71.82,44.24,3.26,22.51,122.9,51.92,113.44,155.32,185.64,120.92,112.33,111.33,101.9,155.65,103.61
20160527,151.2,107.36,119.52,162.46,261.0,18.8367,5425.0,77.66,3.85,119.31,108.38,51.28,174.84,202.36,129.58,222.8,0.0024,37.18,0.0085,100.31,13.88,113.65,117.71,102.77,111.5,128.72,101.42,102.94,31.42,123.74,33.25,150.44,68.86,119.41,119.45,158.52,109.45,37.97,219.43,113.51,115.61,24.0,104.76,125.51,20.23,49.0,130.08,113.81,104.94,208.72,1.0,96.31,48.94,132.98,140.09,282.08,174.35,69.97,103.42,104.25,102.23,169.25,50.09,0.68,71.95,44.46,3.08,23.19,123.03,51.96,112.16,157.44,186.15,121.1,111.84,110.57,101.7,155.3,103.51
20160531,151.16,107.68,119.76,162.29,265.08,18.3564,5425.0,77.51,3.9,118.63,108.64,51.04,176.69,200.71,129.18,221.47,0.0023,37.33,0.0088,100.37,12.18,113.85,117.68,102.86,111.53,128.02,101.42,102.61,31.76,123.84,33.36,145.98,68.38,118.48,119.72,158.01,109.74,38.1,215.9,112.45,114.94,24.1,104.72,124.92,20.06,49.07,130.46,112.56,105.11,211.0,1.0001,96.31,49.57,133.15,140.37,281.41,175.63,70.16,103.38,104.48,103.34,168.05,49.81,0.67,72.6,44.45,3.11,23.17,122.54,51.46,111.58,157.45,183.45,120.59,110.76,111.43,101.82,152.85,103.6
20160601,151.62,106.71,120.23,162.88,264.47,18.398001,5335.0,77.81,3.95,119.25,108.66,50.98,178.3,202.12,129.85,224.16,0.0025,37.31,0.0088,100.32,12.61,115.19,117.71,102.86,111.57,127.63,101.39,102.69,32.4,124.68,33.41,146.61,68.41,118.52,120.51,158.57,110.47,37.98,217.59,113.68,113.41,23.71,105.37,125.95,20.13,49.05,130.57,113.39,105.05,210.84,1.0001,96.43,49.43,134.2,140.9,281.65,174.2,69.87,103.46,104.29,103.03,172.82,50.06,0.66,72.48,44.51,3.08,23.13,123.54,51.36,111.78,158.0,183.14,122.05,110.68,111.94,101.79,152.35,103.54
20160602,150.97,106.37,120.95,163.74,270.39,23.2729,5050.0,78.27,4.16,119.66,108.36,50.79,181.45,202.23,131.22,225.2,0.0024,37.49,0.0086,100.57,12.46,115.33,118.5,102.99,111.78,129.47,101.47,104.24,33.15,128.14,34.03,146.94,68.33,119.26,121.58,160.19,111.0,37.3,217.36,114.01,113.03,23.89,105.39,126.48,20.19,49.09,131.21,113.41,105.05,212.28,1.0,96.83,49.09,135.63,142.76,282.31,172.92,69.18,103.83,104.12,103.93,182.52,50.06,0.6,73.34,44.69,3.16,23.26,123.8,51.74,111.2,157.82,182.34,122.9,110.76,113.28,102.1,151.17,103.68
20160603,147.55,105.59,120.61,162.85,266.38,22.065399,4995.0,77.78,3.99,119.55,110.16,50.78,180.17,203.93,130.79,227.19,0.0024,37.12,0.0083,101.12,12.2,115.8,117.91,103.12,111.46,129.6,101.51,104.49,32.58,128.76,34.04,146.22,68.8,118.2,120.89,160.64,110.49,37.07,218.36,113.94,114.34,23.62,105.16,127.46,20.6,49.32,132.44,115.25,104.69,210.49,1.0,96.62,48.44,133.66,142.15,281.32,178.67,69.87,103.58,103.77,102.59,181.39,49.88,0.62,73.1,44.56,3.06,23.14,124.46,51.29,112.2,156.72,181.2,124.48,110.93,115.35,103.05,149.74,104.09
20160606,148.86,106.19,121.9,163.57,264.08,22.945299,4870.0,77.33,3.88,120.68,110.11,51.69,180.85,204.18,131.18,224.7,0.0023,37.38,0.0081,100.98,12.13,115.15,118.06,103.12,112.12,129.53,101.47,105.41,33.61,130.38,33.87,147.84,68.49,117.93,121.92,161.36,111.94,36.42,218.8,115.22,113.06,23.63,104.9,126.19,21.29,49.28,132.01,115.33,105.08,211.24,1.0,96.97,48.76,135.22,143.02,283.71,176.17,68.74,103.86,104.15,104.99,184.49,50.25,0.58,73.77,44.8,3.06,22.93,124.56,50.56,111.47,157.64,181.59,124.42,111.52,113.88,102.78,149.27,104.09
20160607,147.07,105.57,122.52,164.04,265.68,21.680799,4895.0,77.94,4.03,121.09,109.53,51.42,178.73,204.42,131.25,223.2,0.0023,37.23,0.0083,101.07,11.72,115.9,118.33,103.18,112.17,128.76,101.46,105.37,33.86,130.3,33.65,144.04,68.24,115.88,122.32,160.69,112.36,35.45,218.89,115.87,114.63,23.92,105.13,124.92,21.19,49.35,132.28,115.36,105.29,211.41,1.0,96.95,48.73,136.09,142.1,284.06,177.15,68.4,103.93,104.29,105.76,183.53,50.47,0.61,74.12,44.89,3.03,22.93,124.58,51.37,111.93,160.44,181.52,125.07,111.43,114.38,102.93,150.73,104.17
20160608,146.57,105.98,123.09,164.73,261.55,20.701,4925.0,78.33,3.93,121.69,111.17,51.35,181.41,206.28,132.64,219.98,0.0023,37.33,0.0084,101.11,11.47,116.06,118.51,103.29,111.86,131.07,101.49,105.44,34.66,129.44,33.9,146.85,68.11,116.2,123.06,162.14,113.24,35.69,219.69,116.58,118.54,23.87,105.41,123.99,21.4,49.37,132.59,115.8,105.64,213.09,1.0,97.26,48.67,136.98,142.73,285.48,175.97,67.76,104.3,104.59,107.31,183.14,50.83,0.61,74.99,45.05,2.98,22.99,125.18,51.64,111.58,163.3,184.18,126.68,111.62,115.49,103.05,152.53,104.18
20160609,145.18,105.98,122.69,164.51,258.51,20.791401,5115.0,78.56,3.95,121.83,112.13,51.68,180.57,207.16,133.26,214.24,0.0021,37.2,0.0083,101.18,10.61,116.89,118.2,103.47,111.97,129.15,101.54,106.53,34.0,126.98,34.12,146.89,68.3,115.85,122.42,162.22,112.62,35.96,219.96,115.86,118.58,23.97,105.41,123.7,21.29,49.41,132.95,116.62,105.55,209.91,1.0,97.15,48.28,136.25,142.3,283.28,179.21,68.1,104.18,104.6,107.1,183.48,50.94,0.62,75.04,44.95,2.94,23.17,125.74,52.38,112.01,162.02,183.63,127.04,112.25,116.68,103.21,155.77,104.25
20160610,142.07,103.54,120.86,162.3,257.98,21.3414,6045.0,77.37,3.98,120.41,111.99,51.02,179.21,206.0,131.97,211.07,0.0022,36.37,0.0083,101.32,10.53,116.21,116.76,103.64,110.87,127.99,101.62,106.54,32.59,115.5,34.18,146.22,67.87,115.69,120.29,161.33,111.13,36.44,219.88,115.34,117.36,23.71,105.04,127.02,20.54,49.46,133.43,116.88,104.28,205.57,1.0,96.26,48.15,133.46,140.88,282.33,185.8,69.92,103.03,103.41,104.72,181.93,50.4,0.61,74.8,44.49,2.91,22.83,125.75,51.81,114.52,160.07,180.05,127.09,111.85,117.28,103.57,152.03,104.42
20160613,140.87,103.27,119.39,160.63,211.08,20.188601000000002,7850.0,77.01,3.47,118.89,111.78,51.18,177.44,203.81,131.17,211.38,0.0019,35.73,0.0076,101.4,10.11,115.2,115.92,103.7,109.76,126.41,101.54,106.34,31.55,98.14,34.39,145.72,67.43,114.73,119.08,160.43,109.82,36.36,217.47,114.46,111.84,23.53,104.29,130.88,20.17,49.48,133.9,116.22,103.33,200.93,1.0,95.44,46.9,130.36,139.79,281.75,190.28,71.54,102.34,102.37,102.68,179.92,49.78,0.49,73.48,44.14,2.67,22.71,124.7,51.72,116.41,157.8,177.48,125.46,112.43,118.12,103.78,151.56,104.51
20160614,138.56,102.92,118.97,160.26,226.68,21.4168,7505.0,77.0,3.48,118.83,113.03,51.68,175.42,205.57,130.85,209.42,0.0018,35.77,0.0078,101.35,11.39,114.38,115.59,103.88,110.7,127.28,101.63,106.64,31.25,100.24,33.76,149.77,67.35,113.35,118.8,161.06,109.75,36.47,219.07,114.47,110.79,23.52,103.87,130.39,19.69,49.41,133.81,118.15,103.44,203.25,1.0,95.35,46.61,131.72,140.03,282.43,197.06,71.98,102.32,102.41,101.96,180.89,50.07,0.53,73.17,44.02,2.64,22.52,124.97,52.06,116.37,157.67,176.29,126.25,111.99,118.03,103.75,151.64,104.46
20160615,138.53,103.13,119.25,160.4,235.35,19.580099,7365.0,77.48,3.61,118.89,112.0,51.47,174.83,205.84,128.49,214.09,0.002,35.55,0.0079,101.57,10.97,114.81,116.04,103.93,110.1,126.47,101.68,105.99,31.32,101.22,33.41,148.93,67.77,112.96,119.23,158.92,109.77,36.46,218.84,113.75,111.91,23.6,103.19,131.08,20.45,49.52,134.17,117.82,103.26,203.1,1.0,95.26,46.48,130.46,139.18,281.24,196.77,72.27,102.23,102.3,102.41,180.75,49.84,0.6,72.44,44.0,2.78,22.48,124.7,52.48,117.18,158.97,178.22,126.46,111.75,118.66,104.06,152.71,104.63
20160616,138.98,103.52,119.05,160.44,232.57,19.1448,6970.0,77.65,3.57,118.7,112.92,51.64,173.69,205.41,129.98,214.88,0.002,35.76,0.0079,101.63,10.95,114.69,116.39,104.09,110.9,128.59,101.72,106.2,31.32,103.94,33.36,149.42,67.21,113.24,119.17,159.43,109.75,36.83,219.23,114.45,111.25,23.5,104.06,130.15,20.32,49.51,134.55,118.72,103.45,204.58,1.0,95.51,47.13,130.15,139.57,280.87,195.14,71.58,102.39,102.4,102.33,182.21,50.27,0.57,71.74,44.09,2.76,22.47,125.56,52.58,116.37,157.28,177.87,126.63,111.95,119.82,104.18,153.0,104.67
20160617,138.04,102.8,119.68,159.72,230.39,19.652399,6960.0,77.86,3.51,118.66,113.14,51.43,171.78,203.12,129.17,212.25,0.002,34.94,0.0077,101.56,10.46,114.81,116.2,104.11,110.22,129.4,101.74,105.15,30.95,104.1,33.14,146.84,67.7,113.02,118.6,157.99,110.0,37.02,217.12,114.09,108.62,23.44,103.24,132.98,20.73,49.45,133.98,118.14,102.5,204.7,1.0,94.9,46.89,129.59,137.99,278.72,196.67,72.32,101.73,101.45,103.08,182.31,49.61,0.55,71.05,43.97,2.68,22.23,125.03,52.41,119.03,158.37,177.33,125.23,111.77,118.66,103.82,153.61,104.64
20160620,140.04,103.35,120.84,161.47,228.17,18.662001,5975.0,79.17,3.39,119.76,112.36,51.5,173.8,203.92,130.74,211.91,0.002,35.34,0.0076,101.28,10.52,114.96,117.28,103.9,111.6,127.75,101.71,106.11,31.94,111.08,32.87,147.11,67.35,114.16,120.08,160.13,111.27,37.03,218.1,114.61,112.18,24.2,103.93,130.83,21.12,49.42,133.12,118.57,103.26,205.9,1.0,95.55,46.83,130.96,138.95,279.93,192.74,71.0,102.37,102.06,104.69,184.99,50.11,0.54,71.63,44.28,2.64,22.42,125.37,52.36,117.72,160.26,178.67,125.36,112.82,116.63,103.38,154.63,104.46
20160621,140.61,103.85,120.82,161.5,210.49,18.917299,6035.0,79.52,2.99,119.48,112.39,51.9,173.22,203.62,130.83,212.06,0.0019,35.57,0.0074,101.21,10.5,115.63,117.07,103.86,111.96,127.7,101.64,105.78,31.69,110.36,32.43,147.59,66.82,115.07,119.79,162.02,110.99,36.97,218.02,114.89,113.54,24.33,104.03,128.58,21.34,49.39,132.88,118.71,103.78,205.96,1.0,95.62,47.88,130.98,138.46,277.94,190.23,70.55,102.52,102.74,104.14,185.16,50.25,0.43,72.12,44.35,2.38,22.61,125.81,52.99,116.87,159.76,178.38,125.16,112.1,115.75,103.14,153.5,104.36
20160622,140.41,103.18,120.47,161.23,221.61,17.810101,6460.0,80.45,2.94,119.31,111.82,51.71,175.41,203.66,131.22,211.19,0.0019,35.39,0.0071,101.27,11.51,116.15,116.72,103.82,111.59,127.81,101.73,106.04,31.31,106.72,32.2,146.46,66.17,115.34,119.4,161.98,110.45,37.17,217.67,114.9,115.93,23.98,103.21,129.95,21.4,49.43,133.12,118.82,103.32,206.99,1.0,95.45,47.69,133.13,138.88,280.28,191.26,70.75,102.3,102.28,104.52,182.82,50.26,0.49,72.85,44.26,2.53,22.74,125.8,52.58,117.37,160.68,178.47,125.17,110.26,115.91,103.35,152.23,104.39
20160623,144.69,106.54,122.71,163.97,225.83,17.9055,5200.0,81.89,2.95,120.47,111.97,52.2,177.79,203.48,133.54,211.95,0.002,36.39,0.0075,101.1,11.95,117.79,117.97,103.58,111.47,129.65,101.71,106.88,33.14,116.92,31.97,148.69,66.63,117.57,121.51,164.09,112.5,37.27,219.35,116.34,115.54,24.48,105.07,124.33,21.97,49.44,132.25,119.53,104.93,208.8,1.0,96.61,48.55,136.53,140.66,279.32,179.95,67.96,103.52,103.86,107.39,182.47,50.97,0.5,73.93,44.88,2.61,23.26,126.67,52.23,114.09,161.22,182.39,125.39,110.8,114.23,102.86,153.99,104.26
20160624,134.46,100.3,117.67,157.77,224.77,17.854,7475.0,77.29,2.87,116.72,111.97,50.85,171.1,201.59,129.17,212.24,0.002,33.44,0.0076,101.64,11.65,116.03,113.67,104.35,104.48,127.62,101.92,105.28,29.43,86.0,32.39,145.39,67.42,113.45,117.14,158.87,108.49,37.51,219.07,111.94,117.32,22.79,102.46,138.6,20.3,49.58,134.52,116.96,100.37,200.86,1.0,93.22,46.61,134.57,136.66,274.31,207.63,75.21,99.82,99.42,99.75,178.17,49.84,0.47,70.25,43.28,2.56,22.04,124.11,52.57,123.32,146.59,182.36,126.24,109.18,118.11,104.28,153.58,104.82
20160627,132.23,95.71,113.97,153.82,231.4,18.050698999999998,7360.0,75.11,2.91,114.11,115.66,49.93,166.81,202.96,127.09,220.05,0.0024,32.14,0.0074,102.05,11.16,114.64,111.33,104.68,102.45,122.0,101.87,106.12,26.47,83.78,32.83,145.93,67.77,112.14,113.63,155.34,104.91,37.2,218.7,110.12,111.09,22.38,101.84,146.66,19.69,49.61,136.26,116.67,97.73,199.79,1.0,91.68,45.3,127.72,134.56,270.99,222.97,79.43,98.02,96.92,95.47,172.37,49.39,0.48,68.43,42.38,2.6,21.15,123.67,52.89,128.18,139.27,173.94,125.36,106.31,123.45,105.18,152.85,105.03
20160628,134.98,97.84,116.04,156.83,229.78,17.771299,5715.0,76.72,2.88,115.16,116.18,51.01,170.62,204.83,129.06,222.63,0.0026,33.5,0.0078,102.18,11.03,117.44,113.31,104.68,103.64,125.12,101.86,107.65,27.7,90.86,34.21,150.27,68.29,114.07,116.11,156.36,106.05,37.14,220.18,110.87,106.8,22.65,105.33,138.8,20.19,49.76,136.27,119.14,99.74,200.86,1.0,93.27,46.24,130.4,137.32,280.41,206.21,75.11,99.95,98.98,96.54,178.51,49.79,0.48,69.46,43.14,2.6,21.76,124.52,53.46,122.85,145.21,175.52,123.68,108.32,123.37,105.16,156.03,105.13
20160629,137.91,102.09,118.01,159.76,228.76,17.913601,5045.0,77.21,2.85,117.1,115.54,52.76,177.15,205.89,131.78,223.4,0.0024,34.67,0.0081,102.11,11.62,119.79,115.38,104.41,104.77,128.73,101.83,108.65,29.55,95.38,33.68,151.93,68.52,115.84,118.56,160.26,108.28,37.94,223.08,112.35,112.36,22.96,107.8,132.15,19.69,49.73,135.65,120.19,101.4,202.46,1.0,94.85,47.27,131.75,139.83,280.75,192.98,71.29,101.63,100.64,99.06,179.2,50.8,0.46,70.69,43.9,2.56,22.35,125.94,53.88,118.49,147.78,179.73,125.61,109.23,122.03,104.73,160.03,105.03
20160630,140.83,103.3,120.4,162.74,230.06,16.746799,4715.0,78.96,2.84,119.79,117.93,53.12,180.35,210.66,133.69,224.79,0.0025,35.47,0.0079,102.32,12.45,120.15,116.39,104.51,106.2,127.9,101.76,110.45,31.19,98.12,34.05,157.66,71.26,117.04,120.35,161.61,110.65,38.66,226.81,114.09,115.19,23.06,109.86,127.71,20.06,49.79,135.91,122.68,102.67,209.99,1.0,95.89,47.86,132.4,141.11,283.9,185.41,68.3,102.69,102.06,101.5,175.52,51.25,0.47,72.11,44.52,2.58,22.74,128.89,54.77,115.6,150.26,186.32,126.43,110.01,122.66,104.97,160.65,105.27
20160701,140.51,103.88,120.84,162.94,228.12,16.9918,4425.0,77.95,2.82,120.02,117.33,53.0,181.75,210.21,134.37,223.25,0.0024,35.82,0.0078,102.54,12.65,120.27,117.4,104.62,106.42,128.18,101.84,110.44,31.54,101.22,34.37,155.95,71.8,117.33,120.75,161.66,111.05,39.33,227.89,114.33,116.38,23.43,109.69,126.68,20.67,49.93,136.87,122.25,102.74,212.28,1.0009,96.19,47.85,131.85,142.11,284.03,187.77,67.96,103.12,102.11,101.94,169.78,51.92,0.46,72.43,44.65,2.54,22.66,128.49,54.44,114.52,150.83,183.53,126.06,110.06,125.35,105.24,163.33,105.34
20160705,136.91,102.25,118.92,161.65,229.28,16.2582,4580.0,76.92,2.8,118.32,118.36,52.79,181.15,209.97,133.96,228.44,0.0024,35.37,0.0077,102.81,14.66,121.58,116.2,104.8,106.03,126.66,101.79,111.33,30.16,99.26,34.15,158.14,71.99,116.62,119.47,163.16,109.21,39.64,228.04,113.12,116.67,23.41,109.53,129.46,20.04,50.04,137.79,123.09,101.91,208.63,1.0,95.81,47.86,130.67,141.89,284.86,194.36,69.38,102.62,101.2,99.46,172.91,78.75,0.47,71.73,44.26,2.51,22.62,128.99,54.45,115.91,147.84,181.24,127.81,110.39,127.93,105.82,160.21,105.6
20160706,137.98,102.84,119.42,162.63,227.18,15.4764,4345.0,76.99,2.63,119.02,118.38,52.77,185.41,210.14,135.64,227.02,0.0024,35.95,0.0074,103.0,14.3,119.77,117.2,104.85,106.42,128.21,101.89,111.67,30.82,101.98,34.88,157.6,72.62,118.4,120.4,163.98,109.74,40.18,228.56,113.32,112.54,23.48,109.6,127.22,19.89,50.03,137.74,122.02,102.46,206.52,1.0,96.4,48.06,131.62,143.57,289.82,193.23,68.1,103.16,101.94,99.85,175.62,78.96,0.46,72.55,44.53,2.47,22.77,129.12,54.86,114.13,150.06,189.15,129.08,110.27,128.25,105.84,160.47,105.6
20160707,139.33,103.35,119.44,163.24,230.3,14.7247,4160.0,77.06,2.7,118.87,116.06,52.92,184.75,208.98,136.21,223.19,0.0023,36.18,0.0074,102.93,12.75,118.45,117.74,105.87,105.65,126.91,101.9,111.55,30.98,103.62,35.11,158.24,72.96,118.64,120.84,165.02,109.79,40.31,228.28,113.12,113.6,23.57,108.45,127.22,20.21,50.01,137.58,119.77,102.79,208.32,1.0,96.54,48.06,133.03,143.37,292.05,192.19,68.25,103.35,102.21,100.44,158.79,79.04,0.47,73.5,44.55,2.45,23.04,129.08,54.64,113.32,151.38,189.57,128.04,110.54,128.3,105.7,160.15,105.6
20160708,142.53,104.85,121.79,166.08,235.02,19.944201,3660.0,79.73,2.92,121.27,117.51,52.55,186.29,210.37,138.03,226.33,0.0025,37.29,0.0079,103.08,13.84,121.44,119.86,104.76,107.91,129.5,101.89,111.86,33.13,110.42,34.87,158.22,72.32,121.43,123.22,167.38,112.53,39.98,230.22,114.67,111.95,24.24,108.98,121.06,21.25,50.12,137.94,121.32,104.65,212.96,1.0,97.97,48.92,135.42,145.03,296.32,182.12,65.21,104.96,103.99,103.54,154.32,79.2,0.48,74.53,45.24,2.51,23.65,130.46,56.21,109.96,154.53,190.88,129.49,110.89,129.61,105.9,163.85,105.66
20160711,144.25,106.19,122.57,166.94,239.84,18.357599,3665.0,81.09,3.05,122.15,117.29,52.37,186.92,210.36,138.12,225.64,0.0025,37.73,0.0079,102.81,11.99,122.55,120.73,104.6,108.24,128.28,101.86,111.93,34.31,110.4,35.37,156.52,72.63,121.61,124.18,168.06,113.88,40.56,232.5,114.57,115.51,24.49,109.01,119.06,21.94,50.03,137.12,121.48,105.29,213.97,1.0,98.39,49.19,135.5,144.76,296.97,178.82,64.52,105.35,104.66,104.62,150.27,78.43,0.51,75.24,45.44,2.49,23.86,130.43,56.09,108.61,155.74,190.71,130.14,111.52,128.33,105.35,162.7,105.42
20160712,148.73,108.81,124.16,168.0,239.85,17.5518,3500.0,82.89,3.05,122.41,115.16,53.45,188.87,208.95,138.76,224.97,0.0025,38.09,0.0079,102.5,12.97,123.86,121.39,104.49,109.21,128.9,101.88,111.92,35.64,112.96,35.07,156.07,72.16,121.98,125.31,167.44,115.67,40.73,232.78,115.72,114.72,24.76,108.99,116.08,23.13,49.88,135.99,120.29,106.33,212.94,1.0,98.91,49.77,134.82,145.39,295.51,172.77,63.15,105.94,105.68,107.41,150.96,78.69,0.5,75.64,45.78,2.38,24.11,129.87,55.93,107.41,156.64,192.07,129.34,111.75,125.16,104.72,162.56,105.21
20160713,149.68,109.66,123.88,167.67,243.61,14.7683,3390.0,83.24,3.05,122.26,115.92,52.52,190.75,210.19,138.67,225.54,0.0023,37.93,0.0078,102.64,12.84,124.44,120.87,104.47,109.52,130.09,101.92,111.99,35.21,114.82,34.93,155.87,72.64,122.09,124.62,167.66,115.59,40.77,233.88,115.97,117.72,24.75,108.9,115.74,23.18,49.98,136.69,121.11,106.26,213.06,1.0,98.78,50.05,134.88,145.25,296.68,172.48,63.1,105.68,105.49,106.64,157.39,79.37,0.52,75.76,45.77,2.33,24.58,130.44,56.07,107.99,156.7,191.04,129.85,112.27,127.52,104.99,161.92,105.29
20160714,154.06,110.95,124.21,167.97,238.17,14.1782,3370.0,82.55,2.92,122.52,115.08,53.55,191.35,209.57,139.15,223.45,0.0022,38.4,0.0077,102.55,12.79,123.76,121.4,104.35,109.47,129.91,101.85,112.16,35.38,114.9,35.02,155.29,72.36,122.79,124.71,168.23,115.66,41.06,233.97,116.66,114.66,25.69,109.59,113.39,23.18,49.97,135.79,121.26,107.03,214.01,1.0,99.24,50.26,133.39,145.73,296.06,168.3,62.07,106.3,106.37,107.85,157.36,79.22,0.51,75.9,45.98,2.44,24.76,130.53,56.05,106.6,157.07,191.26,129.54,113.29,124.8,104.55,163.96,105.06
20160715,153.2,111.37,124.26,167.81,238.48,15.4997,3345.0,83.18,2.95,122.82,115.38,53.39,190.49,209.89,138.43,221.29,0.0022,38.3,0.0077,102.18,12.46,123.93,120.8,104.24,107.89,131.57,101.83,111.99,35.64,115.46,34.85,155.46,73.48,121.94,124.75,166.85,116.02,40.73,234.87,116.35,116.34,25.95,109.49,113.83,23.63,49.85,135.02,121.51,106.84,213.74,1.0,99.06,50.23,133.51,145.8,295.72,169.43,62.32,106.1,106.21,107.44,155.04,79.26,0.5,75.77,45.94,2.38,24.99,130.57,56.21,106.99,158.26,191.72,129.66,113.0,123.44,104.15,163.59,104.95
20160718,154.81,112.55,124.4,167.94,240.11,16.400801,3220.0,83.91,2.96,122.65,115.99,52.93,191.03,209.27,138.31,220.97,0.0022,38.8,0.0084,102.2,11.88,124.37,121.33,104.21,107.0,133.03,101.9,112.12,35.83,117.44,34.3,155.49,73.14,121.36,125.11,166.2,116.16,40.53,234.23,115.76,116.5,26.1,108.33,111.49,23.63,49.9,134.85,120.56,107.59,211.47,0.9998,99.45,50.47,134.08,145.84,297.03,167.76,61.73,106.57,107.07,106.7,155.77,79.28,0.5,75.83,46.07,2.38,25.23,130.38,56.95,105.49,160.52,194.05,129.04,113.17,122.76,104.13,163.4,104.85
20160719,152.99,112.28,123.99,167.91,235.23,14.8255,3205.0,84.07,2.83,123.18,115.85,52.78,191.29,209.97,138.45,221.75,0.0022,38.51,0.0082,102.41,10.94,125.21,120.97,104.23,106.28,130.2,101.92,114.04,35.3,117.54,33.95,156.33,72.9,121.07,124.65,166.31,115.41,40.18,236.67,115.57,115.39,26.11,108.03,112.17,23.0,49.92,135.42,120.61,107.43,201.24,1.0,99.31,49.66,134.16,145.44,298.72,166.82,61.97,106.36,106.88,105.14,149.66,79.22,0.47,75.76,45.99,2.43,25.04,130.19,57.2,106.22,161.72,192.37,129.0,115.64,124.0,104.41,162.71,104.98
20160720,153.33,112.79,124.48,168.89,230.51,16.064698999999997,3040.0,85.68,2.82,123.74,115.05,53.51,191.74,210.92,140.07,221.56,0.0022,39.42,0.0085,102.32,8.79,124.93,121.68,104.15,108.23,133.01,101.85,113.94,35.97,120.94,33.83,158.55,72.92,122.98,125.68,167.51,115.92,40.38,234.58,115.46,115.68,26.59,107.99,107.92,22.96,49.91,134.97,119.28,108.89,200.56,1.0,99.98,52.29,134.27,146.81,301.72,165.69,61.29,106.95,108.46,106.13,154.57,79.72,0.46,76.39,46.21,2.34,25.28,129.85,57.31,103.75,165.61,192.48,129.2,115.23,123.08,104.19,162.76,104.99
20160721,151.7,112.52,123.87,168.0,230.64,16.1429,3205.0,83.9,2.84,122.76,116.0,53.56,189.87,206.81,139.23,221.32,0.0021,39.25,0.0074,102.41,10.29,125.31,121.47,104.17,105.33,140.22,101.93,113.95,35.46,117.46,34.01,157.65,73.2,121.81,125.09,166.64,115.38,40.16,232.27,115.09,116.2,29.48,107.72,109.63,22.94,49.99,135.18,119.0,108.24,198.92,1.0,99.64,52.19,135.57,147.39,280.96,167.66,61.88,106.52,107.88,106.94,167.37,79.62,0.48,76.05,46.05,2.31,24.88,129.44,57.21,104.21,164.76,190.28,126.13,116.26,123.21,104.42,163.09,105.13
20160722,152.04,112.98,124.62,169.3,230.3,16.512999999999998,3050.0,84.59,2.82,123.01,117.4,53.84,189.94,208.12,138.76,223.16,0.0022,39.56,0.0077,102.43,11.04,126.54,121.97,104.14,105.8,145.89,101.93,113.84,36.23,120.14,33.6,159.81,73.31,121.03,126.12,165.5,116.06,39.9,235.17,115.46,114.11,30.04,108.12,107.77,22.87,49.98,135.25,120.13,108.86,201.29,1.0,100.03,52.91,136.48,147.7,283.81,164.71,61.09,106.92,108.45,106.71,171.78,79.57,0.5,76.33,46.27,2.32,25.02,130.04,57.93,103.36,169.17,192.38,126.79,117.25,123.62,104.34,165.02,105.06
20160725,152.13,112.84,124.04,169.01,229.09,15.7761,3020.0,85.14,2.8,122.63,117.11,53.89,189.4,207.68,138.3,221.59,0.0022,39.58,0.0074,102.31,10.93,126.68,122.11,104.08,106.0,140.11,101.9,113.71,36.09,120.88,33.62,158.54,74.39,119.93,125.81,164.65,115.64,40.18,233.62,115.23,115.46,30.22,108.4,108.07,22.7,49.93,135.11,118.31,108.83,201.72,1.0,99.93,53.06,134.91,147.51,285.37,165.94,61.58,106.84,108.43,106.7,168.82,79.62,0.51,75.97,46.13,2.37,25.13,129.93,59.05,103.32,171.56,192.81,126.75,116.46,123.76,104.26,165.66,105.02
