DateTime,GS_data,SPGI_data,V_data,IJJ_data,IJK_data,BTC-USD_data,XLF_data,ETC-USD_data,AMGN_data,UVXY_data,VHT_data,LRCX_data,ISRG_data,TZA_data,LTC-USD_data,UPRO_data,SOXX_data,ITA_data,NFLX_data,NEE_data,SBUX_data,MCK_data,IWO_data,VTI_data,IEI_data,AVGO_data,IVW_data,NOC_data,COST_data,IHI_data,PSA_data,UTX_data,XLM-USD_data,QLD_data,TECL_data,XRP-USD_data,AGG_data,GOOG_data,ETH-USD_data,BXP_data,VCR_data,MUB_data,ACN_data,CI_data,SUB_data,JNJ_data,JNK_data,CHTR_data,TNA_data,UNH_data,SVXY_data,KR_data,STZ_data,LLY_data,ZBH_data,EQT_data,CMCSA_data,TMO_data,VBK_data,BDX_data,CTXS_data,IWB_data,IJS_data,AIV_data,LMT_data,ECL_data,XEC_data,ANTM_data,CAT_data,IWV_data,APD_data,EBAY_data,TRV_data,TECS_data,ARNC_data,IGIB_data,SPG_data,NVDA_data,TLH_data,RRC_data,SBAC_data,KMB_data,VGT_data,GWW_data,USDT-USD_data,IWF_data,IBM_data,MSFT_data,UHS_data,PPG_data,HON_data,IYH_data,AAPL_data,SRTY_data,SHV_data,INTU_data,SHW_data,MMM_data,FAZ_data,SPXS_data,EQIX_data,SPXL_data,ONEQ_data,BA_data,VUG_data,IYW_data,CMI_data,IJH_data,HUM_data,GPN_data,DHR_data,TIP_data,XMR-USD_data,FDX_data,VAR_data,EXPE_data,WLTW_data,ITOT_data,PXD_data,DASH-USD_data,AMAT_data,VDC_data,ROST_data,QID_data,GOOGL_data,WYNN_data,WHR_data,MLM_data,RTN_data,UDOW_data,MCD_data,ZROZ_data,AGN_data,IEF_data,AMZN_data,AAP_data,GVI_data,SJM_data
20150212,176.04,96.43,,119.56,157.37,457.33,13.9,0.9288139999999999,134.89,57950.0,120.61,74.56,169.24,222.21,5.06,22.59,89.01,113.53,65.25,90.36,42.02,215.4,139.85,98.06,113.51,97.67,106.36,154.36,,113.08,171.1,,0.0031,35.63,36.71,0.0054,97.52,541.44,2.77,125.99,112.27,97.79,80.09,114.82,100.51,85.81,88.54,177.03,40.63,101.54,114.02,,106.89,,113.43,,26.61,124.59,124.82,132.85,49.87,106.3,108.29,,172.67,104.33,,131.85,70.56,113.62,122.66,22.7,96.35,200.11,33.63,47.72,,21.5,124.08,49.2795,119.31,93.89,100.67,210.79,1.2111,92.61,127.31,38.68,102.27,107.1,88.68,137.95,116.38,113.54,104.8,85.05,269.33,,243.08,94.53,196.61,21.51,180.11,,101.01,101.64,117.64,138.08,148.58,,43.21,103.81,1.77,167.75,81.22,85.43,117.34,43.33,146.38,3.75,22.21,112.52,45.56,142.96,546.01,,186.16,135.79,96.87,35.31,82.79,109.33,268.02,97.52,377.17,150.16,101.09,
20150213,175.32,96.43,65.4,120.3,158.14,424.44,13.89,0.602402,135.15,56425.0,121.22,75.57,170.24,217.89,4.69,22.88,89.64,114.31,66.59,88.88,41.91,215.51,140.91,98.53,113.38,98.07,106.83,154.22,134.62,113.99,170.11,106.85,0.0035,36.23,37.4,0.0051,97.41,547.51,0.75,124.6,113.02,97.67,80.72,114.32,100.36,86.84,88.76,177.88,41.36,101.17,115.48,33.28,106.44,62.23,114.56,42.88,27.11,125.36,125.64,133.52,50.49,106.78,108.9,33.39,172.21,105.13,107.5,130.97,71.91,114.15,123.13,23.41,96.31,196.2,33.98,47.65,159.48,21.51,123.48,49.3474,121.31,94.59,101.49,211.29,1.2057,93.2,128.82,39.38,103.1,108.82,89.43,138.73,116.95,111.48,104.81,85.87,271.21,145.87,243.08,93.16,196.58,21.8,181.67,130.09,101.6,102.53,120.41,138.89,147.56,45.91,43.32,103.6,1.57,167.91,81.24,85.35,116.01,43.53,155.98,3.87,22.29,112.16,45.8,140.42,551.16,139.04,186.32,138.8,96.54,35.61,83.28,107.96,271.55,97.2,381.83,148.91,100.93,99.34
20150217,176.27,97.38,65.1,120.37,158.11,394.8,13.94,2.55348,135.82,56700.0,121.99,75.3,171.33,216.71,4.33,23.0,89.92,114.11,67.14,88.71,42.11,216.62,141.53,98.68,112.96,98.71,107.05,154.65,134.02,114.67,170.55,108.33,0.0039,36.31,37.41,0.0049,97.01,541.35,0.7,123.87,112.88,97.59,80.28,115.32,100.37,87.56,88.72,176.45,41.7,101.46,115.12,33.47,107.48,62.26,115.58,43.11,26.81,125.77,125.75,133.62,50.22,106.94,108.99,32.96,172.75,105.18,108.51,131.63,72.12,114.3,123.66,23.39,96.31,196.39,33.85,47.53,158.16,21.58,122.33,50.9005,121.82,94.82,101.54,210.37,0.6065,93.3,129.26,39.4,104.93,108.39,89.1,139.57,117.64,110.5,104.82,85.72,272.26,145.89,241.12,92.77,194.4,21.89,181.74,131.54,101.72,102.55,120.36,138.97,149.67,45.75,43.31,103.08,1.45,170.83,81.43,84.59,115.67,43.58,155.79,3.43,22.3,112.17,46.12,140.22,545.01,143.19,186.56,137.31,96.09,35.74,82.14,105.19,273.0,96.51,375.43,148.98,100.71,100.66
20150218,175.01,99.09,65.39,120.55,158.94,408.9,13.85,1.6020299999999998,137.18,55825.0,122.29,75.31,170.95,215.93,4.29,22.98,89.69,115.04,67.87,91.34,42.56,216.23,141.89,98.74,113.37,97.94,107.28,154.72,134.41,115.48,170.57,108.4,0.0036,36.41,37.53,0.0048,97.28,538.22,0.71,125.22,112.89,97.81,80.39,115.85,100.61,87.14,88.94,174.29,41.81,101.47,115.9,33.65,107.99,63.14,115.5,43.32,26.54,125.74,126.26,133.69,49.87,107.01,108.99,32.76,173.62,105.08,109.02,131.7,71.63,114.38,123.99,23.59,96.29,195.42,34.06,47.72,157.92,21.33,122.79,50.3666,121.81,95.19,101.72,212.0,0.6062,93.5,130.25,39.36,105.08,109.19,89.64,139.88,118.46,110.27,104.83,85.4,274.11,146.75,243.67,92.67,197.62,21.9,182.03,131.7,101.95,102.74,121.39,139.42,150.2,45.67,43.64,103.51,1.27,171.06,82.23,85.04,115.21,43.58,155.09,3.18,22.27,112.75,46.05,139.8,542.65,141.09,185.72,138.53,96.54,35.69,82.34,105.92,270.24,96.97,373.37,151.94,100.94,100.06
20150219,175.42,98.97,64.97,120.5,158.56,398.82,13.79,1.73045,137.42,53425.0,122.46,76.37,170.49,215.14,4.25,22.93,89.93,116.49,67.8,90.43,42.64,215.95,142.31,98.71,113.16,98.74,107.39,156.98,134.13,115.08,166.9,109.0,0.0035,36.77,37.87,0.0046,97.21,541.38,1.07,122.29,113.26,97.68,81.15,116.03,100.53,87.78,88.85,174.53,41.93,101.71,118.78,33.73,108.09,62.66,115.4,43.06,26.37,125.54,126.25,133.22,50.32,106.96,108.96,33.17,176.37,105.28,109.6,132.46,70.36,114.33,125.77,23.9,96.3,193.46,34.38,47.67,159.12,21.38,122.43,50.4928,120.66,94.3,102.13,211.91,1.0,93.67,131.62,39.33,105.31,108.85,89.7,140.08,118.21,109.96,104.83,86.69,272.89,147.18,246.62,92.86,198.06,21.86,182.88,132.8,102.1,103.17,121.93,139.19,148.15,45.89,43.53,103.43,1.27,169.98,81.21,87.08,115.79,43.55,158.26,2.97,23.04,112.11,46.15,138.45,546.45,142.46,185.53,138.58,97.47,35.44,82.0,105.2,275.42,96.73,379.0,151.99,100.81,101.03
20150220,177.65,98.73,64.97,121.27,160.01,402.15,13.9,1.63571,138.83,49525.0,123.77,77.07,171.1,213.57,4.24,23.35,90.47,117.88,68.31,90.58,42.79,219.61,142.72,99.26,113.08,99.77,108.12,158.89,133.62,116.26,168.07,109.82,0.004,37.26,38.51,0.0047,97.22,537.47,1.22,123.09,114.03,97.79,81.35,118.38,100.45,88.01,89.03,175.89,42.21,104.11,122.84,33.28,109.0,62.75,116.73,43.32,26.67,128.86,127.01,135.19,50.81,107.63,109.02,32.27,178.36,105.99,113.41,134.26,71.33,115.02,127.04,24.06,96.15,190.92,33.93,47.67,155.46,21.54,122.33,50.3181,120.89,94.55,102.78,214.24,1.0,94.33,131.43,39.66,105.99,109.38,90.27,141.65,119.17,109.22,104.82,92.02,275.73,146.9,240.33,91.25,203.21,22.24,183.66,135.07,102.82,103.77,123.45,140.19,150.89,45.93,43.75,103.43,1.26,169.84,81.46,88.03,115.81,43.84,156.87,3.36,23.22,112.41,46.63,136.56,541.8,142.5,186.35,136.9,98.2,36.36,82.0,105.63,281.44,96.67,383.66,153.77,100.79,100.66
20150223,176.53,98.57,65.91,120.99,160.25,435.79,13.86,1.56905,139.5,49875.0,124.28,76.47,171.23,212.79,4.75,23.33,89.9,117.6,67.41,90.91,42.82,220.24,142.81,99.25,113.35,100.48,108.28,157.34,134.42,116.62,168.77,110.89,0.004,37.34,38.61,0.0046,97.4,530.45,1.83,124.47,113.86,97.99,81.42,121.23,100.6,87.94,89.12,175.88,42.37,107.6,122.24,33.44,108.25,63.42,116.47,43.08,26.54,128.67,126.97,136.47,49.37,107.59,109.01,32.7,179.76,104.94,112.28,136.82,70.53,114.99,125.79,24.08,95.49,189.95,33.33,47.75,157.1,21.36,123.03,49.8425,119.01,94.58,102.78,212.46,1.0,94.42,130.83,39.92,106.5,109.31,89.43,142.09,122.39,108.83,104.81,91.66,275.55,147.81,242.3,91.39,201.12,22.23,184.08,139.07,102.88,103.83,122.59,140.22,159.01,46.17,43.34,103.63,1.47,169.65,81.69,90.37,115.81,43.83,154.34,3.4,23.02,112.73,47.07,136.21,535.0,142.41,186.29,137.08,98.91,36.23,82.11,107.29,278.29,97.12,380.14,155.87,101.04,100.27
20150224,178.31,98.46,65.91,121.4,160.13,423.2,13.93,1.79855,138.58,45700.0,124.07,77.43,170.62,212.0,4.67,23.53,91.1,117.84,67.84,90.99,42.76,220.6,142.99,99.48,113.79,100.77,108.4,157.04,135.19,116.64,166.66,110.54,0.0039,37.39,38.9,0.0047,97.83,534.62,1.83,122.11,114.27,98.17,81.67,120.6,100.63,88.4,89.28,177.77,42.48,106.7,127.44,33.6,108.96,62.73,116.9,42.56,26.97,129.53,126.77,138.16,49.82,107.91,109.46,33.24,180.66,106.43,112.07,136.76,71.38,115.26,126.5,24.21,95.91,187.41,33.83,47.87,158.57,21.59,124.0,49.7357,117.46,94.07,103.03,213.67,1.0,94.52,132.37,39.86,106.63,109.44,89.83,141.89,121.63,108.52,104.81,92.65,276.56,148.42,240.53,90.41,200.44,22.42,184.5,135.94,102.93,104.07,122.79,140.39,158.93,45.94,43.43,104.25,1.51,169.17,82.03,89.83,115.77,43.95,155.5,3.34,23.43,113.11,46.7,135.94,538.65,138.69,187.25,136.95,99.39,36.77,82.69,109.68,275.11,97.76,378.59,155.09,101.32,100.1
20150225,177.84,98.14,65.78,121.25,159.92,411.57,13.93,2.34114,139.2,46225.0,124.29,76.79,169.22,211.41,4.51,23.45,90.63,116.97,68.33,89.67,43.13,220.03,143.53,99.44,113.84,100.33,108.31,155.61,135.03,116.31,166.48,110.6,0.0035,37.2,38.24,0.0047,97.9,542.38,1.69,121.58,115.08,98.15,81.44,121.02,100.61,88.84,89.33,182.21,42.64,105.43,126.44,33.5,107.49,62.56,115.71,43.41,27.18,128.76,127.14,137.61,50.2,107.83,109.33,32.24,179.12,108.93,111.05,136.47,71.93,115.21,126.55,24.19,95.34,191.7,32.24,47.97,155.67,21.43,124.27,52.3273,119.4,93.87,102.5,215.54,1.0,94.55,130.75,39.77,107.28,108.93,89.91,142.08,118.52,108.01,104.81,92.9,273.83,148.69,239.94,90.66,197.17,22.35,184.45,135.62,103.05,103.33,123.13,140.22,159.83,45.78,43.52,104.43,1.4,167.12,82.09,90.24,115.5,43.92,158.45,3.0,23.19,112.77,46.89,136.71,547.33,132.1,187.78,136.18,98.46,36.85,85.9,110.7,276.38,97.85,385.37,154.95,101.43,100.29
20150226,178.85,97.96,65.91,120.92,159.6,404.42,13.9,2.76151,139.99,45125.0,124.7,76.65,168.78,209.06,4.43,23.37,91.25,116.52,69.0,89.41,43.27,220.12,144.19,99.38,113.39,115.08,108.45,154.1,134.36,116.21,165.2,110.23,0.003,37.58,39.03,0.0046,97.55,553.96,1.57,120.32,114.79,97.94,81.17,121.43,100.58,90.24,89.44,182.18,43.08,105.07,127.86,33.24,109.03,62.08,116.48,44.3,26.97,127.85,127.2,138.01,49.68,107.69,109.91,32.04,177.34,109.4,113.4,136.24,70.79,115.13,126.21,24.27,96.15,187.99,32.47,47.82,156.01,21.48,123.82,49.328,119.65,93.66,103.13,216.25,1.0,94.65,129.19,39.84,110.63,109.01,89.26,142.52,120.02,107.0,104.81,92.94,274.42,148.49,242.1,90.95,195.46,22.27,185.02,134.42,103.05,104.08,123.17,139.96,157.88,45.89,43.81,104.35,1.39,166.13,81.07,88.94,115.33,43.86,154.18,2.89,23.02,112.87,47.17,135.36,559.29,128.55,186.6,135.74,97.95,36.86,87.39,108.12,275.79,97.27,384.8,154.08,101.11,99.97
20150227,176.6,97.59,66.09,120.28,159.12,399.52,13.84,2.60015,138.89,44600.0,124.06,75.8,166.67,212.2,4.42,23.14,90.98,116.45,67.84,89.39,42.78,219.39,143.2,99.03,113.6,113.63,108.02,153.54,133.61,115.71,165.59,109.6,0.0033,37.25,38.53,0.0047,97.79,556.87,1.2,121.36,114.61,98.25,80.93,121.47,100.42,89.99,89.55,180.6,42.39,105.04,128.66,33.12,108.03,61.79,115.58,42.35,27.07,127.71,126.68,136.32,49.84,107.28,109.54,31.72,176.21,108.83,109.17,135.99,70.03,114.69,125.82,24.01,95.81,189.95,31.78,47.92,153.27,21.35,124.09,48.0856,124.34,93.45,102.59,213.13,1.0,94.28,130.05,39.65,111.47,108.8,88.52,141.86,118.22,108.59,104.82,92.89,272.03,149.12,244.46,91.83,193.54,22.05,184.42,133.29,102.66,103.57,123.17,139.33,158.87,46.22,43.55,104.96,1.31,168.39,81.53,87.51,115.74,43.74,150.71,2.84,23.15,113.25,50.39,136.56,562.63,128.3,185.85,136.41,98.11,36.33,86.85,109.4,277.3,97.61,380.16,153.64,101.19,101.83
20150302,178.47,97.96,65.5,120.85,160.67,377.18,13.95,2.3439,140.57,41700.0,125.09,77.66,167.75,207.49,4.23,23.58,93.48,117.99,68.61,87.73,43.12,218.93,144.49,99.63,113.22,114.87,108.84,154.83,133.89,116.79,165.86,108.92,0.0032,37.92,39.52,0.0053,97.3,569.78,1.09,122.55,115.81,97.87,81.97,122.31,100.48,90.61,89.53,185.95,43.39,105.75,132.92,32.69,109.22,61.92,116.54,42.38,27.29,129.03,127.74,137.54,49.84,108.02,110.18,32.22,178.82,109.22,106.25,136.43,70.11,115.46,127.42,24.21,96.22,185.26,32.13,47.73,155.91,21.87,123.02,47.9788,124.95,94.09,103.55,215.19,1.0,95.04,128.88,39.67,112.6,109.87,90.07,143.01,118.8,106.06,104.81,93.89,277.46,148.27,238.76,90.17,193.07,22.46,185.96,132.52,103.53,104.52,124.21,140.42,156.57,45.75,43.65,104.11,1.22,168.22,82.58,87.92,116.69,44.0,152.91,2.9,23.68,113.44,50.47,134.05,575.02,128.06,188.53,137.39,99.62,37.26,87.82,106.65,282.96,96.89,385.66,153.48,100.86,101.95
20150303,177.98,98.09,67.19,120.37,159.78,375.47,13.91,2.58675,139.63,43400.0,124.14,75.19,169.69,211.02,4.25,23.28,91.75,116.99,67.82,88.08,43.02,218.42,143.46,99.23,113.08,114.16,108.31,151.61,134.78,115.46,165.33,110.07,0.0032,37.55,38.68,0.0047,97.17,572.07,1.26,122.54,115.52,97.74,81.66,120.95,100.3,89.84,89.26,186.96,42.62,104.33,129.96,32.59,108.44,62.75,114.51,42.83,27.33,127.44,127.15,135.89,48.86,107.57,109.78,32.44,176.1,109.44,106.41,135.56,69.98,115.01,125.75,24.16,95.77,189.16,32.62,47.7,155.65,21.47,122.79,48.7942,124.5,93.96,102.76,217.07,1.0,94.68,129.32,39.13,110.86,108.41,89.6,141.9,119.04,108.01,104.8,93.24,272.73,149.9,240.53,91.34,190.9,22.18,185.01,135.11,103.13,103.69,125.88,139.71,154.88,46.2,43.44,104.25,1.15,167.6,82.34,86.81,116.57,43.79,157.61,2.85,22.63,113.02,50.26,135.36,578.79,128.0,188.06,137.05,97.58,36.77,87.59,105.98,281.93,96.68,384.61,153.18,100.87,101.61
20150304,176.49,97.07,66.46,119.91,159.02,386.94,13.82,2.69725,140.18,43300.0,124.67,74.34,166.85,212.98,4.47,22.98,91.63,116.49,67.11,87.61,42.59,218.41,143.36,98.83,113.19,115.21,107.97,151.89,134.26,115.52,163.87,108.74,0.0032,37.27,38.14,0.0046,97.23,571.8,1.46,121.26,114.92,97.92,81.72,121.7,100.35,89.23,89.12,185.74,42.22,105.22,130.28,32.15,107.76,62.09,114.23,43.66,27.55,126.62,126.46,137.84,48.53,107.08,109.12,32.23,175.26,109.43,107.23,136.08,69.04,114.45,124.69,24.18,95.31,191.51,31.35,47.71,155.3,21.71,122.93,48.6389,125.07,93.09,102.41,212.31,1.0,94.26,128.03,38.93,113.83,108.78,88.75,142.46,118.29,108.94,104.82,92.72,272.71,147.94,245.05,92.47,193.24,21.91,184.2,136.67,102.72,103.3,124.66,139.13,154.85,45.82,42.97,104.35,1.22,166.15,82.24,85.72,115.21,43.62,161.07,2.7,22.43,112.28,50.06,136.29,578.33,125.88,185.45,136.89,96.3,35.99,88.04,106.2,281.85,96.75,382.72,149.57,100.9,100.87
20150305,176.87,97.31,66.09,119.84,159.47,383.61,13.88,2.14667,140.54,42175.0,125.41,74.25,166.51,211.22,4.43,23.06,91.69,116.67,66.81,88.24,42.85,219.87,144.13,98.98,113.28,116.25,108.03,151.29,134.08,116.41,164.23,108.15,0.0029,37.39,38.04,0.0048,97.27,573.75,1.4,122.79,114.99,97.82,82.75,122.34,100.45,89.99,89.21,184.48,42.55,106.11,131.86,32.0,107.18,62.34,114.63,42.93,27.5,129.14,127.04,138.9,48.54,107.22,108.98,31.98,175.37,109.99,106.61,136.36,68.85,114.57,124.79,24.5,95.95,192.1,30.9,47.74,153.62,22.12,122.88,48.2991,124.22,93.17,102.37,214.15,1.0,94.4,129.44,38.98,112.98,108.83,88.82,143.27,116.33,108.05,104.8,93.36,275.82,146.96,242.1,92.18,202.28,21.96,185.01,135.59,102.85,103.09,123.2,139.25,156.68,45.83,43.08,104.17,1.2,166.34,82.62,87.16,115.86,43.68,158.53,2.46,22.34,112.65,50.09,135.9,581.43,124.75,184.86,136.54,96.48,36.33,87.04,105.91,281.43,96.81,387.83,151.25,100.97,100.97
20150306,173.93,96.01,66.18,118.49,157.39,375.07,13.78,2.1851599999999998,136.39,45950.0,123.17,73.7,164.68,219.07,4.32,22.07,90.74,115.33,64.87,85.28,42.2,215.46,142.25,97.61,112.65,113.87,106.52,148.63,137.72,113.97,157.97,107.92,0.0028,36.53,36.65,0.0049,96.64,566.13,1.38,118.19,113.59,96.89,81.51,120.41,100.27,87.88,88.71,183.52,40.93,104.35,125.96,34.14,104.44,62.29,111.91,42.77,27.52,126.24,125.29,135.15,47.87,105.77,107.59,32.28,174.1,108.33,107.63,135.36,67.63,113.06,122.97,24.82,94.83,199.52,31.12,47.54,153.27,21.82,121.35,47.3188,121.54,91.76,101.22,211.65,1.0,93.07,127.29,38.3,112.16,107.22,87.74,140.62,116.5,112.3,104.81,92.68,273.22,147.33,248.39,95.95,203.33,21.04,183.03,135.7,101.46,101.98,121.6,137.61,154.38,46.07,42.52,102.97,1.19,164.79,81.71,86.25,114.5,43.05,154.32,2.44,22.09,110.59,49.83,139.06,572.9,124.91,178.37,134.84,94.9,34.69,85.3,101.88,275.93,95.82,380.09,147.83,100.5,100.96
20150309,174.87,97.94,65.03,118.68,158.24,359.51,13.84,1.9485700000000001,136.5,44600.0,123.73,74.43,164.2,216.32,4.18,22.36,91.02,116.38,63.66,85.48,42.58,216.18,142.79,97.97,112.92,113.18,107.01,149.43,136.24,114.48,157.81,106.71,0.0026,36.73,37.15,0.005,96.88,567.29,1.35,119.18,114.17,97.22,81.61,121.84,100.34,88.36,88.64,184.03,41.44,106.21,127.76,34.16,108.51,60.36,112.49,42.23,27.61,125.84,125.64,135.46,48.18,106.17,108.28,31.52,175.94,109.46,106.02,136.85,68.26,113.54,124.01,25.21,95.66,196.39,29.44,47.61,147.9,21.88,121.98,45.2416,121.99,91.93,101.64,212.16,1.0,93.45,129.11,38.74,111.65,107.37,88.83,141.37,117.0,110.85,104.8,92.91,272.55,144.5,245.05,94.73,201.09,21.3,183.59,134.51,101.79,102.44,122.06,138.13,156.9,45.09,42.96,102.81,1.1,164.71,82.75,86.54,115.3,43.23,151.39,2.4,22.26,111.09,50.33,138.14,574.1,123.12,180.37,134.05,96.4,35.49,85.81,103.41,279.43,96.26,378.56,147.05,100.66,99.67
20150310,170.02,96.13,65.53,116.95,156.52,328.87,13.54,1.7117,135.24,47300.0,122.59,71.83,162.51,223.98,3.94,21.27,89.34,114.53,62.15,84.67,42.18,211.86,141.2,96.48,113.14,111.4,105.31,146.71,137.28,113.41,156.71,108.78,0.0024,35.41,34.93,0.0049,97.11,553.49,1.23,119.01,112.49,97.59,79.16,119.69,100.34,87.37,88.44,181.34,40.01,103.96,123.6,34.49,107.88,61.4,111.1,40.9,26.76,124.79,124.44,132.83,46.78,104.5,106.75,31.66,174.03,108.52,104.82,134.54,67.5,111.76,122.56,24.55,93.87,207.73,29.01,47.63,147.79,22.26,122.71,44.6301,120.1,90.0,99.63,207.16,1.0,92.02,126.74,38.0,111.11,105.23,87.13,139.94,114.58,114.4,104.81,90.76,268.47,146.27,258.62,99.53,197.96,20.27,180.76,135.95,100.2,100.33,119.73,136.38,153.67,45.04,42.24,102.93,0.98,161.94,81.14,85.39,114.26,42.55,150.17,2.24,21.72,109.45,50.08,143.19,559.85,119.38,177.61,131.9,94.65,33.66,84.56,105.27,273.72,96.67,369.51,145.31,100.83,99.92
20150311,171.38,97.08,64.03,117.64,157.78,320.51,13.63,1.85058,134.47,49550.0,122.67,72.11,164.5,219.46,3.7,21.11,89.54,114.9,62.88,84.66,41.84,213.14,142.07,96.41,113.2,110.99,104.91,146.42,134.98,113.66,156.05,104.89,0.0024,34.98,34.18,0.0048,97.31,549.67,1.14,118.86,112.08,97.45,78.08,120.33,100.39,86.31,88.58,182.61,40.79,104.55,120.52,34.0,108.87,60.69,111.79,40.46,26.47,125.68,125.18,131.52,46.5,104.34,107.41,32.18,173.71,108.15,104.01,134.64,67.32,111.67,121.92,24.74,94.72,211.83,29.2,47.61,147.36,22.14,123.15,45.7075,119.57,89.47,99.08,208.87,1.0,91.72,125.92,37.96,112.03,104.08,86.68,139.98,112.49,112.3,104.8,90.56,267.98,142.66,255.28,100.17,197.41,20.11,180.21,133.9,99.83,99.76,118.96,137.38,155.61,43.96,42.1,103.1,0.88,163.43,81.53,85.01,115.77,42.51,151.32,2.25,21.68,108.77,50.14,144.93,555.69,116.39,172.45,133.12,95.1,33.44,83.39,106.76,278.72,96.84,366.37,146.1,100.83,97.87
20150312,176.75,99.36,63.92,119.0,159.71,330.08,13.92,1.84923,135.83,43750.0,124.14,71.61,166.42,208.66,3.82,21.92,89.51,116.33,64.05,86.85,42.73,215.92,144.11,97.62,113.29,112.29,106.14,148.25,134.29,115.08,159.24,105.73,0.0026,35.46,34.87,0.0047,97.39,553.99,1.16,121.3,114.18,97.74,79.29,122.62,100.25,87.63,88.78,193.46,42.73,106.55,127.68,34.32,111.11,60.41,112.73,41.17,27.05,126.48,126.74,133.43,47.47,105.6,109.31,32.5,175.09,109.39,104.38,137.51,67.74,113.06,123.52,24.63,96.65,207.73,29.66,47.65,146.89,21.94,122.98,44.1046,120.59,90.79,99.68,208.45,1.0,92.86,126.87,37.09,112.59,106.17,88.24,141.65,114.53,106.84,104.8,91.99,272.06,142.19,239.15,96.3,201.3,20.9,181.72,132.8,101.17,100.14,121.27,138.9,158.78,44.44,42.69,102.87,0.98,165.35,82.99,87.34,116.78,43.05,151.45,2.25,21.97,110.31,50.72,142.92,561.17,113.8,174.94,137.52,96.43,34.9,84.53,106.48,284.21,96.93,374.24,148.07,100.9,98.22
20150313,176.19,98.72,65.08,118.18,158.78,336.19,13.83,1.87278,135.84,45575.0,123.98,72.52,164.48,211.02,3.86,21.51,90.11,115.34,62.63,86.93,42.69,215.5,143.63,97.07,113.26,111.3,105.52,145.99,136.15,114.27,159.74,108.33,0.0024,35.13,34.27,0.0048,97.2,545.82,1.15,120.1,113.35,97.74,78.99,122.76,100.38,87.09,88.37,191.13,42.32,106.89,124.76,35.05,109.65,61.38,111.81,40.49,26.92,125.32,126.2,132.32,47.17,105.04,108.79,32.92,173.62,108.12,103.59,139.89,66.93,112.49,122.48,24.49,95.66,211.25,29.16,47.63,150.38,21.97,122.98,43.9977,119.1,90.87,99.17,207.56,1.0,92.3,123.9,37.41,112.19,105.34,87.13,141.49,113.73,107.93,104.81,93.02,272.07,144.6,244.46,97.96,200.43,20.49,180.97,133.56,100.51,99.66,120.61,138.06,160.92,45.05,42.51,102.54,1.0,165.1,81.9,87.3,117.07,42.78,152.8,2.13,22.4,109.52,50.61,144.31,553.0,113.52,173.29,135.91,96.08,34.11,84.61,106.31,284.52,96.79,370.58,148.36,100.79,99.38
20150316,178.57,100.22,63.99,119.22,161.09,352.94,14.0,1.9274,143.56,43500.0,126.6,73.61,168.94,206.9,3.91,22.39,91.48,116.73,60.28,88.97,43.04,220.2,144.74,98.29,113.41,115.63,107.03,149.49,136.0,116.87,161.39,106.09,0.0025,36.05,35.48,0.0048,97.41,552.99,1.19,121.22,114.61,97.77,79.92,124.88,100.38,88.71,88.21,191.38,43.05,109.93,127.72,35.08,110.54,61.67,113.52,40.48,27.24,130.78,127.36,132.73,48.24,106.39,109.01,32.82,178.02,108.79,103.41,142.91,67.55,113.88,122.99,24.7,97.64,203.62,28.56,47.63,150.69,22.23,123.47,44.7555,118.53,91.42,100.36,210.52,1.0,93.53,126.15,37.58,114.28,106.35,88.52,144.52,114.99,105.98,104.81,94.56,274.84,143.08,236.2,94.04,205.34,21.33,183.14,133.15,101.89,100.84,121.67,139.66,168.47,44.4,43.31,102.69,1.09,168.91,83.23,88.85,119.11,43.33,155.14,2.34,22.7,110.7,51.0,140.49,561.64,114.19,174.22,136.45,98.85,35.36,85.32,107.54,290.28,97.12,373.35,149.86,100.9,98.13
20150317,177.33,101.28,64.95,119.41,161.22,365.03,13.96,1.8602299999999998,143.6,43075.0,126.34,72.77,168.58,205.52,3.9,22.17,90.81,116.73,59.79,89.24,43.19,218.91,145.09,98.1,113.49,114.95,106.82,149.32,136.65,115.9,160.9,107.28,0.0024,36.14,35.54,0.0048,97.39,549.33,1.18,121.45,114.2,97.82,79.86,124.72,100.31,87.69,87.79,188.62,43.36,109.07,128.34,35.4,108.76,62.71,110.88,41.07,26.96,130.17,127.46,132.04,48.26,106.15,109.28,33.49,176.75,107.97,104.23,142.95,66.27,113.68,123.0,24.67,97.48,203.62,28.07,47.61,153.22,22.5,123.86,45.3384,118.5,90.43,100.46,210.94,1.0,93.41,126.05,37.7,114.25,105.04,88.03,144.18,116.91,105.2,104.8,94.17,272.85,146.13,237.18,94.92,203.7,21.13,183.56,135.0,101.85,101.12,120.11,139.95,168.17,45.12,43.05,102.79,1.11,167.38,82.73,88.24,119.09,43.22,154.66,2.4,22.37,110.07,50.77,140.14,557.61,112.92,172.68,136.43,98.39,34.56,84.46,109.11,292.67,97.32,371.92,148.75,100.93,98.8
