DateTime,GS_data,SPGI_data,V_data,IJJ_data,IJK_data,BTC-USD_data,XLF_data,ETC-USD_data,AMGN_data,UVXY_data,VHT_data,LRCX_data,ISRG_data,TZA_data,LTC-USD_data,UPRO_data,SOXX_data,ITA_data,NFLX_data,NEE_data,SBUX_data,MCK_data,IWO_data,VTI_data,IEI_data,AVGO_data,IVW_data,NOC_data,COST_data,IHI_data,PSA_data,UTX_data,XLM-USD_data,QLD_data,TECL_data,XRP-USD_data,AGG_data,GOOG_data,ETH-USD_data,BXP_data,VCR_data,MUB_data,ACN_data,CI_data,SUB_data,JNJ_data,JNK_data,CHTR_data,TNA_data,UNH_data,SVXY_data,KR_data,STZ_data,LLY_data,ZBH_data,EQT_data,CMCSA_data,TMO_data,VBK_data,BDX_data,CTXS_data,IWB_data,IJS_data,AIV_data,LMT_data,ECL_data,XEC_data,ANTM_data,CAT_data,IWV_data,APD_data,EBAY_data,TRV_data,TECS_data,ARNC_data,IGIB_data,SPG_data,NVDA_data,TLH_data,RRC_data,SBAC_data,KMB_data,VGT_data,GWW_data,USDT-USD_data,IWF_data,IBM_data,MSFT_data,UHS_data,PPG_data,HON_data,IYH_data,AAPL_data,SRTY_data,SHV_data,INTU_data,SHW_data,MMM_data,FAZ_data,SPXS_data,EQIX_data,SPXL_data,ONEQ_data,BA_data,VUG_data,IYW_data,CMI_data,IJH_data,HUM_data,GPN_data,DHR_data,TIP_data,XMR-USD_data,FDX_data,VAR_data,EXPE_data,WLTW_data,ITOT_data,PXD_data,DASH-USD_data,AMAT_data,VDC_data,ROST_data,QID_data,GOOGL_data,WYNN_data,WHR_data,MLM_data,RTN_data,UDOW_data,MCD_data,ZROZ_data,AGN_data,IEF_data,AMZN_data,AAP_data,GVI_data,SJM_data
20150529,192.46,98.51,67.29,121.19,162.74,375.49,14.04,1.1890399999999999,138.28,20260.0,129.82,75.78,162.58,196.89,3.59,23.26,95.19,115.24,89.15,89.1,47.71,227.58,146.6,99.75,114.29,132.23,108.6,148.23,131.79,116.3,163.73,105.73,0.0025,38.3,39.0,0.013999999999999999,97.42,532.11,0.49,115.37,115.59,97.29,88.22,140.69,100.21,88.55,90.03,179.02,43.48,111.49,177.0,34.15,111.31,67.89,109.95,45.5,26.77,127.49,128.78,131.07,50.88,108.1,109.46,32.96,167.08,108.29,110.93,156.52,72.67,115.62,118.94,25.44,90.64,177.15,26.89,47.91,151.79,21.52,123.21,53.82899999999999,111.48,93.51,103.87,217.24,1.0,94.92,138.33,42.64,127.53,106.49,90.2,147.91,120.39,101.11,104.82,99.35,275.52,142.33,227.55,87.96,234.58,22.16,189.05,125.84,102.9,104.81,118.03,141.51,207.79,52.04,43.16,104.11,0.57,165.01,75.94,102.67,115.86,44.03,146.11,2.37,18.69,111.75,46.14,129.8,545.32,92.96,162.35,143.19,93.71,35.7,84.98,100.05,292.0,97.42,429.23,152.0,101.43,106.21
20150601,193.98,98.51,66.44,121.15,163.26,378.05,14.05,1.17472,138.96,19850.0,130.15,76.83,167.39,195.12,3.58,23.41,95.25,115.37,89.0,90.14,47.95,228.57,147.1,100.0,114.03,130.93,108.98,148.94,130.26,116.98,166.08,105.26,0.0022,38.51,39.25,0.0112,97.15,533.99,0.43,116.81,115.9,97.16,88.36,143.71,100.12,88.46,89.99,179.15,43.91,111.17,178.8,33.62,113.16,70.1,110.61,45.2,26.92,127.33,129.32,131.36,51.48,108.31,109.79,32.69,169.63,108.68,112.05,156.73,72.85,115.84,119.5,25.94,90.54,176.07,26.72,47.8,149.79,21.76,122.46,53.4015,114.8,93.76,104.18,217.84,1.0,95.22,138.76,42.98,128.96,106.55,90.08,148.31,120.63,100.26,104.82,101.51,275.57,140.75,226.17,87.47,236.4,22.29,189.23,124.24,103.26,105.12,117.74,141.74,208.05,52.01,43.45,103.46,0.57,167.06,75.33,102.85,116.22,44.13,148.03,2.39,18.86,111.75,46.07,128.99,549.21,90.89,164.73,141.32,93.93,35.84,85.23,98.3,294.24,96.99,430.92,152.1,101.24,105.36
20150602,192.69,98.45,66.86,121.48,163.04,379.24,14.07,1.17002,138.44,20495.0,129.46,76.73,166.38,193.94,3.58,23.35,94.18,115.62,89.13,89.0,47.5,226.99,147.19,99.93,113.73,128.73,108.72,149.32,130.08,116.85,165.1,105.11,0.0025,38.28,39.01,0.0126,96.77,539.18,0.45,114.97,116.11,96.82,88.49,141.36,100.18,88.4,89.9,176.31,44.16,109.21,176.08,33.71,113.33,70.19,110.02,45.13,26.94,127.44,129.3,131.07,52.45,108.23,110.25,33.28,169.36,109.26,111.66,153.06,73.39,115.77,120.07,25.71,89.93,177.15,27.15,47.74,151.44,21.33,121.46,53.9941,114.66,93.09,103.94,218.71,1.0,95.22,138.33,42.7,127.29,106.19,90.51,147.45,120.1,99.55,104.82,101.32,273.93,140.66,225.78,87.67,235.35,22.21,189.22,124.88,103.18,104.83,118.21,141.86,207.88,52.19,43.4,103.04,0.47,167.39,75.82,103.02,116.2,44.02,151.7,2.37,18.93,111.35,46.29,129.69,553.95,88.72,165.85,143.54,93.27,35.69,85.3,96.33,290.95,96.31,430.99,154.12,101.05,105.25
20150603,194.42,98.36,66.79,122.13,163.76,381.32,14.19,1.18347,139.05,19780.0,129.77,76.95,167.05,188.25,3.63,23.53,93.54,116.48,88.81,87.26,47.85,227.38,149.01,100.27,113.3,127.75,108.97,149.24,129.17,117.08,163.29,105.42,0.0024,38.5,39.25,0.0132,96.39,540.31,0.57,113.48,117.01,96.73,89.08,140.01,100.17,88.5,89.44,171.24,45.46,109.77,179.0,33.39,114.62,69.26,109.77,45.19,27.16,127.84,130.14,131.14,51.87,108.53,111.29,32.8,170.36,109.91,112.95,152.71,73.44,116.16,120.22,25.71,90.54,176.22,27.13,47.6,150.41,21.1,120.16,53.9941,113.87,93.51,104.32,219.57,1.0,95.53,138.55,42.63,127.07,107.0,90.88,147.64,120.24,96.52,104.83,101.91,274.64,140.75,221.45,87.03,232.89,22.41,189.84,126.65,103.55,105.04,118.05,142.6,206.79,52.67,43.62,102.4,0.53,171.39,76.76,102.05,116.32,44.22,149.16,2.43,18.91,111.36,46.86,129.03,555.29,90.32,166.75,142.08,92.74,36.14,85.5,93.91,291.63,95.49,436.59,155.29,100.78,105.36
20150604,194.97,96.94,66.7,121.02,162.43,375.01,14.07,1.16869,139.9,21100.0,128.82,76.45,165.41,193.35,3.61,22.98,92.69,114.49,89.35,87.39,47.49,225.4,147.45,99.47,113.52,126.09,108.08,147.25,129.84,116.22,162.16,106.47,0.0024,37.94,38.21,0.0131,96.59,536.7,0.54,113.09,116.23,96.93,88.12,137.55,100.14,87.74,89.23,171.33,44.15,108.19,172.86,33.52,112.88,69.15,108.97,45.19,26.99,127.37,129.06,130.78,51.69,107.62,110.22,32.09,168.83,107.7,112.76,150.55,72.8,115.21,118.27,25.91,89.82,180.86,26.89,47.65,147.75,21.48,121.0,53.9261,117.75,92.52,103.35,216.26,1.0,94.69,137.3,42.19,125.22,106.43,89.79,146.59,119.54,99.36,104.82,100.6,269.81,141.7,226.37,89.14,230.2,21.88,188.19,127.14,102.73,104.02,118.57,141.34,206.19,53.15,42.9,102.69,0.51,171.11,76.02,101.12,115.2,43.88,146.96,2.43,18.63,110.41,46.71,130.8,551.69,92.11,165.64,142.22,91.36,35.09,85.31,95.83,288.74,95.96,430.78,155.35,100.91,105.04
20150605,196.44,96.89,65.99,121.46,162.85,369.6,14.15,1.1527100000000001,139.16,20365.0,128.94,76.88,165.03,189.43,3.59,22.83,92.7,114.56,90.46,86.0,47.92,226.1,148.9,99.39,113.05,128.42,107.79,146.47,128.49,116.23,159.21,105.24,0.0024,37.74,37.82,0.0133,96.16,533.33,0.56,111.96,116.17,96.67,87.63,139.36,99.93,87.18,89.03,173.97,45.04,108.08,175.64,33.34,112.24,69.02,109.14,44.62,26.88,127.44,129.88,131.19,51.89,107.46,110.75,32.06,168.08,107.69,111.35,151.83,73.29,115.13,117.99,26.22,89.02,182.37,26.72,47.44,147.83,21.64,120.07,53.1392,116.61,91.57,103.31,217.93,1.0,94.55,136.5,41.99,125.42,106.37,89.8,146.63,118.89,97.29,104.81,100.73,268.06,140.1,223.81,89.63,230.19,21.71,188.41,124.83,102.64,103.97,118.58,141.73,207.53,52.24,42.95,102.4,0.46,173.6,76.13,101.85,115.54,43.8,149.75,2.33,18.71,109.11,46.69,131.42,549.53,98.78,165.45,142.31,92.11,34.75,84.63,94.21,287.71,95.27,426.95,156.14,100.57,101.1
20150608,195.82,96.3,66.14,120.71,161.6,376.85,14.06,1.0959,138.47,21215.0,128.38,76.06,163.52,191.98,3.62,22.41,90.96,114.05,89.6,85.43,47.31,224.15,148.26,98.78,113.24,123.8,106.94,145.89,126.78,115.69,158.15,105.11,0.0024,36.98,36.6,0.0138,96.31,526.83,0.62,111.79,115.36,96.66,87.05,138.63,99.96,86.62,88.94,171.09,44.46,108.43,171.98,32.79,113.2,69.41,109.04,44.66,26.5,126.16,129.09,130.76,51.65,106.77,110.12,31.96,168.12,107.3,113.48,151.55,73.38,114.43,117.14,25.23,88.17,188.38,26.35,47.54,145.84,21.15,120.32,52.6049,116.06,91.35,102.01,216.48,1.0,93.78,134.82,41.62,124.46,106.12,89.39,145.96,118.1,98.58,104.81,99.68,266.07,138.98,227.74,91.34,228.79,21.32,186.97,124.42,101.84,102.61,117.96,140.83,205.55,52.65,42.46,102.54,0.43,171.36,75.54,100.3,115.52,43.5,147.21,2.37,18.45,108.99,46.68,134.2,543.48,98.51,163.36,142.86,91.72,34.26,84.44,93.67,284.24,95.4,423.5,156.06,100.68,98.94
20150609,195.11,96.77,65.47,120.56,161.14,374.79,14.1,1.0353,136.99,20745.0,128.18,75.81,165.74,194.14,3.61,22.37,90.9,113.78,92.45,85.49,47.32,224.71,147.37,98.7,113.02,125.21,106.85,146.41,126.11,115.28,157.3,104.37,0.0024,36.86,36.36,0.0144,96.03,526.69,0.73,110.81,115.14,96.45,87.21,138.36,99.95,86.84,88.8,173.0,43.95,108.51,174.06,32.64,113.6,69.76,108.55,44.65,26.49,126.45,128.63,129.22,50.45,106.8,110.01,31.91,168.1,107.36,113.2,152.2,73.87,114.35,117.05,25.05,88.2,189.46,26.22,47.36,145.01,21.25,119.9,52.8187,115.65,91.67,101.84,218.31,1.0,93.7,135.1,41.54,125.43,106.65,89.65,145.89,117.75,99.67,104.81,99.82,265.95,138.54,226.76,91.29,225.6,21.29,186.8,124.34,101.69,102.36,118.34,140.53,205.68,51.99,42.6,102.31,0.44,171.82,75.36,100.52,115.22,43.51,147.04,2.35,18.49,109.43,46.65,134.55,542.16,92.43,161.24,142.8,90.66,34.21,83.91,92.48,282.54,95.09,425.48,156.17,100.57,98.19
20150610,198.94,98.2,65.73,122.15,162.75,375.1,14.3,1.00956,137.65,18940.0,129.68,76.42,168.07,186.68,3.71,23.19,92.03,115.35,95.87,86.3,48.38,226.58,149.22,99.9,112.8,127.57,108.17,147.66,126.11,116.9,158.39,104.48,0.0023,37.82,37.9,0.0148,95.79,536.69,0.87,111.99,116.24,96.47,88.66,139.7,99.91,87.43,88.8,172.39,45.59,109.96,181.54,32.65,114.96,73.54,109.54,45.73,26.66,128.04,130.02,131.21,51.64,108.04,111.61,31.72,168.04,109.2,115.3,153.87,75.36,115.7,118.28,25.07,89.45,181.15,26.18,47.3,144.16,20.87,119.36,51.4197,116.55,92.76,103.38,219.01,1.0,94.83,137.74,42.42,129.26,107.88,90.69,147.61,119.1,95.81,104.82,102.53,270.08,138.89,217.12,88.06,227.84,22.07,189.19,123.86,102.88,103.97,119.43,142.07,207.6,52.3,43.01,101.94,0.47,173.68,75.64,103.54,116.1,44.05,149.05,2.37,18.61,110.52,46.8,131.0,552.6,92.32,163.87,145.74,91.62,35.63,84.42,91.25,286.75,94.73,430.77,159.0,100.31,99.18
20150611,199.7,99.17,67.36,122.64,163.77,361.91,14.35,0.9910680000000001,139.78,18125.0,130.57,76.32,166.08,184.91,3.65,23.4,92.01,116.07,95.09,86.78,48.19,228.17,149.6,100.18,113.18,126.8,108.47,149.71,127.37,117.57,159.54,105.56,0.0023,37.95,38.02,0.0134,96.31,534.61,1.0,112.48,116.6,96.71,89.03,139.06,100.15,87.75,89.0,173.92,45.95,111.14,185.34,32.92,114.28,73.9,109.97,45.58,26.91,128.52,130.38,131.97,55.09,108.38,111.74,31.84,169.99,109.3,117.67,153.49,75.1,116.06,118.49,25.06,90.3,180.96,26.01,47.45,145.62,21.1,120.58,51.1963,116.27,93.01,103.39,219.96,1.0,95.06,137.62,42.26,130.24,108.86,90.81,148.6,118.83,95.03,104.83,100.95,270.34,140.71,214.17,87.37,228.33,22.28,189.31,125.21,103.11,103.87,120.03,142.88,207.33,52.92,42.97,102.45,0.45,176.21,75.97,103.25,117.44,44.16,148.07,2.3,18.37,110.52,46.82,130.53,550.04,93.17,164.53,146.01,92.71,35.88,84.68,94.23,287.35,95.48,432.97,159.25,100.59,99.16
20150612,198.88,98.47,67.37,121.96,163.24,352.22,14.29,0.9925729999999999,138.16,18575.0,129.1,75.32,165.22,186.87,3.52,22.85,91.18,115.65,94.42,86.41,48.32,225.78,149.22,99.53,113.14,125.44,107.68,149.98,127.27,116.76,159.41,106.3,0.0022,37.33,37.04,0.0151,96.19,532.33,1.21,111.89,116.28,96.85,88.27,137.17,100.06,86.96,88.78,172.26,45.56,109.58,183.1,33.15,113.8,76.93,108.13,45.27,26.68,128.03,129.96,130.79,56.28,107.62,111.46,32.32,169.55,108.23,116.27,150.44,74.82,115.3,117.47,24.89,89.71,185.55,25.94,47.43,146.36,20.52,120.56,51.3713,116.66,92.44,102.65,215.27,1.0,94.46,136.16,41.83,128.18,108.52,90.07,146.89,117.52,95.89,104.82,99.9,268.57,141.44,216.14,89.19,228.15,21.78,187.93,126.39,102.46,102.98,119.39,142.26,205.68,52.73,42.53,102.51,0.39,174.92,75.22,103.08,116.27,43.88,145.87,2.26,18.22,110.17,46.44,132.58,547.47,94.28,163.88,142.11,92.26,35.03,84.21,94.26,284.55,95.42,429.92,159.93,100.58,99.32
20150615,197.66,98.3,67.07,121.22,162.39,346.36,14.23,1.20086,138.14,20155.0,129.15,75.14,163.89,188.45,3.5,22.55,90.99,114.88,93.43,86.3,47.99,224.48,148.77,99.07,113.33,127.81,107.24,148.96,126.78,116.13,158.45,105.65,0.0024,36.98,36.37,0.0159,96.31,527.2,1.04,111.0,115.75,96.88,87.99,153.27,100.04,86.2,88.32,171.19,45.17,110.82,175.04,33.09,110.5,74.82,107.62,44.81,26.72,127.55,129.56,129.83,54.81,107.15,110.82,32.04,168.61,107.87,114.67,153.95,74.21,114.81,116.81,24.88,89.1,188.92,25.81,47.48,146.05,20.49,120.78,51.0505,117.41,91.55,102.09,214.16,1.0,94.01,135.57,41.39,129.13,107.4,89.54,146.95,117.29,96.79,104.81,98.3,266.61,139.83,219.09,90.36,223.9,21.46,186.98,126.25,101.98,102.46,118.29,141.43,199.98,52.38,42.23,102.84,0.39,174.0,74.81,102.63,115.91,43.66,145.77,2.24,18.3,109.33,46.59,133.85,543.0,92.78,162.13,140.4,90.98,34.38,83.53,94.4,286.8,95.65,423.67,157.06,100.67,98.91
20150616,199.34,98.7,66.33,122.03,163.46,350.51,14.31,1.07425,138.25,19400.0,129.77,76.33,163.61,184.72,3.48,22.95,91.24,115.51,95.27,86.66,48.63,225.13,149.73,99.62,113.51,126.8,107.84,150.38,125.37,116.63,160.19,102.96,0.0026,37.35,36.97,0.0164,96.47,528.15,0.92,111.82,116.26,97.05,88.83,153.81,100.07,86.97,88.68,169.97,46.06,113.22,178.22,33.13,111.18,74.7,108.47,44.72,26.96,126.82,130.47,130.45,55.06,107.75,111.55,31.82,169.41,108.41,115.33,156.19,73.75,115.39,118.09,25.09,89.73,185.65,25.86,47.5,145.17,20.74,121.37,52.4018,117.07,92.58,102.73,215.02,1.0,94.51,136.04,41.71,128.0,107.93,90.11,147.7,117.92,94.84,104.81,98.95,266.84,137.91,215.75,88.84,223.76,21.84,188.12,125.8,102.52,103.08,117.91,142.39,193.22,52.32,42.32,103.44,0.4,173.73,75.48,103.33,116.25,43.92,147.56,2.29,18.41,110.53,47.05,132.62,544.87,92.78,162.03,140.07,90.56,35.03,83.83,95.44,283.63,96.01,427.26,157.79,100.78,98.64
20150617,198.76,98.79,66.76,121.79,163.64,352.54,14.29,1.06055,137.74,19305.0,130.0,76.06,162.94,185.3,3.49,23.06,91.32,115.82,94.27,87.68,48.88,224.48,149.96,99.78,113.71,125.99,108.12,151.67,126.05,116.92,161.24,103.26,0.0025,37.56,37.2,0.0164,96.47,529.26,1.06,112.61,116.8,97.03,89.04,155.24,100.22,87.3,88.64,170.01,45.87,111.53,178.66,33.41,112.44,75.32,108.42,44.97,27.3,126.67,130.55,130.93,54.87,107.91,111.29,32.39,169.58,108.97,117.28,154.61,74.31,115.59,118.46,25.1,89.99,184.38,25.73,47.52,146.37,20.98,121.18,51.2741,117.3,93.24,102.88,216.92,1.0,94.72,136.31,41.83,129.22,108.56,90.2,147.87,117.64,95.15,104.83,99.05,267.92,138.45,216.73,88.45,225.0,21.94,188.44,125.84,102.78,103.27,118.23,142.27,194.47,52.88,42.37,103.56,0.38,168.58,75.39,103.27,116.52,44.0,143.78,2.27,18.15,111.07,47.3,131.77,546.6,92.81,163.49,139.33,91.35,35.2,84.35,94.0,284.37,96.07,427.81,157.79,100.96,99.85
20150618,200.31,100.08,66.51,122.55,165.3,347.38,14.42,1.0541,141.7,18185.0,132.04,77.55,165.33,177.85,3.48,23.74,92.61,117.07,94.74,89.04,49.68,226.66,152.25,100.77,113.69,128.06,109.37,153.8,126.87,118.83,164.31,103.38,0.0026,38.63,38.03,0.017,96.45,536.73,0.99,113.65,118.13,97.0,89.39,156.25,100.2,88.74,88.87,170.46,47.71,112.6,183.84,33.67,113.56,74.21,109.19,45.08,27.7,127.69,132.14,131.92,55.37,108.98,112.32,32.66,171.12,111.04,116.3,154.68,74.47,116.78,119.09,25.16,91.51,180.13,25.64,47.54,148.28,21.33,121.01,49.7769,120.11,94.57,103.74,220.0,1.0,95.75,137.19,42.52,130.02,109.62,91.35,150.21,118.17,91.41,104.81,99.58,271.05,138.86,210.44,85.85,228.7,22.6,191.08,126.81,103.87,104.09,118.82,143.48,192.93,52.92,42.98,103.31,0.38,170.16,76.91,104.98,117.25,44.41,141.77,2.24,18.42,112.21,47.99,128.1,556.18,94.11,164.99,141.6,91.87,36.26,85.19,93.49,287.87,96.0,439.39,159.04,100.95,100.18
20150619,199.0,99.45,67.23,122.21,165.04,351.63,14.18,1.0428899999999999,142.23,18475.0,131.97,76.96,164.92,178.04,3.48,23.33,92.15,116.66,93.87,87.9,49.52,226.48,152.09,100.33,113.98,127.96,108.93,153.7,128.35,118.96,163.08,104.12,0.0025,38.26,37.26,0.0171,96.75,536.69,1.01,112.43,117.86,97.17,89.12,155.1,100.3,88.3,88.8,169.67,47.59,112.08,181.78,33.96,112.83,73.78,108.57,43.86,27.71,127.98,131.98,132.87,55.19,108.38,112.36,33.16,169.69,110.99,115.56,154.51,74.54,116.12,117.65,25.36,89.69,183.89,25.66,47.68,150.2,21.26,121.89,48.9116,119.4,94.23,102.99,218.92,1.0,95.3,136.16,41.95,132.59,109.14,91.19,150.13,116.99,91.57,104.82,99.51,269.6,141.22,215.16,87.27,229.96,22.2,190.58,128.53,103.34,103.34,118.54,143.01,195.85,53.5,42.92,103.55,0.38,167.83,77.17,104.03,116.15,44.2,140.97,2.24,18.31,112.28,48.29,129.26,557.52,95.01,165.27,142.46,91.29,35.67,85.11,95.15,287.77,96.51,434.92,159.28,101.14,100.71
20150622,202.1,100.51,66.45,122.85,165.64,345.35,14.4,1.03187,143.55,16780.0,133.09,77.37,166.48,174.51,3.45,23.81,92.93,117.04,96.41,87.73,49.49,226.4,153.44,100.94,113.53,128.31,109.62,154.09,128.17,119.26,160.79,103.22,0.0026,38.83,37.96,0.0182,96.27,538.19,0.9,111.46,118.36,96.88,90.56,162.43,100.12,88.5,89.14,170.31,48.58,112.0,189.78,34.15,112.89,73.41,109.29,43.47,27.92,128.09,132.57,133.94,55.61,109.08,112.86,32.88,170.52,111.52,113.71,160.11,75.18,116.95,118.2,25.6,90.22,180.37,25.3,47.49,148.21,21.18,120.6,49.1839,119.36,94.37,103.68,220.66,1.0,95.99,136.77,42.07,133.03,109.95,91.21,151.29,117.92,89.58,104.82,100.64,272.65,140.63,211.03,85.46,227.56,22.66,191.53,128.31,104.09,104.04,118.16,143.84,183.87,52.91,43.13,103.09,0.38,168.15,77.2,104.81,116.25,44.46,140.21,2.13,18.44,112.65,48.14,127.41,559.68,93.07,162.94,142.68,91.34,36.35,85.81,92.11,292.42,95.69,436.29,162.02,100.85,100.86
20150623,203.86,99.82,66.84,123.19,165.58,327.06,14.43,1.0459,143.09,15905.0,133.27,77.47,165.54,173.13,3.02,23.86,92.47,117.05,97.31,86.45,49.69,226.18,153.52,101.04,113.4,126.84,109.62,153.07,128.07,118.94,159.37,103.57,0.0032,38.9,38.15,0.0215,96.05,540.48,0.9,110.88,118.89,96.85,90.25,164.58,100.15,88.23,89.12,170.09,48.86,114.32,194.8,34.31,112.76,73.67,108.59,43.66,27.82,127.56,132.63,134.13,56.89,109.17,113.46,32.79,170.13,111.04,113.97,159.14,75.33,117.01,117.41,25.68,90.19,179.49,25.25,47.4,145.77,20.63,120.19,48.9116,119.81,93.84,103.73,221.83,1.0,96.06,137.49,41.78,132.25,110.07,90.69,151.52,117.39,88.99,104.82,99.93,272.02,141.28,209.45,85.21,226.87,22.71,192.22,128.82,104.19,104.0,118.12,143.96,183.79,53.41,42.86,102.86,0.34,167.19,76.6,105.13,116.25,44.49,140.84,1.98,18.54,112.34,48.36,127.06,563.39,91.12,163.24,142.34,91.07,36.47,86.08,91.07,297.24,95.4,445.99,162.65,100.75,101.03
20150624,200.16,98.7,67.16,122.1,163.94,319.78,14.31,1.0465200000000001,141.49,16500.0,131.83,76.94,164.15,177.65,2.94,23.33,91.49,115.95,96.94,85.79,49.31,221.37,151.87,100.27,113.56,125.35,108.87,151.99,127.58,118.22,157.9,103.52,0.0041,38.51,37.63,0.0261,96.2,537.84,0.93,110.8,117.99,97.11,89.81,165.58,100.2,87.83,88.96,168.48,47.66,111.0,190.9,33.92,111.17,73.45,109.4,44.7,27.64,128.27,131.2,132.75,56.1,108.31,112.75,32.22,168.83,110.13,114.2,157.24,75.1,116.12,116.48,25.54,89.09,181.88,25.25,47.51,144.71,20.43,120.66,49.4755,118.69,93.77,103.16,220.22,1.0,95.35,136.15,41.53,128.62,109.77,90.11,149.95,118.39,91.22,104.82,98.3,269.59,141.42,214.37,87.08,224.12,22.22,190.8,127.69,103.46,103.59,117.71,142.6,178.34,53.19,42.8,103.05,0.34,165.42,75.43,104.31,115.17,44.2,140.31,1.94,18.67,111.82,47.92,128.41,558.57,90.5,161.0,140.21,90.12,35.41,85.61,92.45,293.76,95.68,440.84,162.18,100.84,100.26
20150625,198.65,98.11,66.61,121.53,163.73,311.4,14.22,1.0289,140.49,16745.0,132.51,77.42,164.95,177.65,2.81,23.1,91.42,115.47,94.89,85.32,49.64,220.22,151.99,99.96,113.37,124.68,108.69,150.98,126.38,118.62,156.76,102.39,0.0061,38.33,37.37,0.0279,96.09,535.23,0.93,109.37,117.95,97.0,91.38,169.6,100.22,87.64,88.82,167.84,47.58,113.94,189.2,33.68,111.11,73.09,109.16,44.6,27.88,129.51,131.05,132.95,56.05,108.03,112.75,32.04,168.67,109.85,113.3,159.46,73.86,115.77,115.76,25.54,88.21,183.06,24.89,47.42,143.6,20.58,120.2,49.6213,119.23,93.11,102.91,216.52,1.0,95.11,135.42,41.54,138.56,109.55,89.47,150.81,117.82,91.37,104.83,98.82,270.18,139.38,218.7,87.91,224.54,22.01,190.23,126.43,103.18,103.26,116.76,142.17,191.06,52.67,42.8,102.94,0.32,164.83,74.82,104.59,114.17,44.06,140.58,1.81,18.63,111.59,47.64,128.95,557.95,88.65,157.08,139.55,89.15,34.96,84.85,92.06,294.23,95.45,440.1,162.96,100.65,99.27
20150626,198.98,98.37,66.38,121.82,163.99,317.84,14.27,1.01865,139.84,16570.0,132.24,76.62,165.72,178.83,2.87,23.11,89.15,115.45,93.09,85.94,50.15,218.87,151.13,99.91,113.18,121.03,108.48,150.65,125.57,118.88,158.32,101.79,0.0061,37.86,36.45,0.0233,95.86,531.69,1.03,110.1,118.38,96.88,90.94,167.89,100.33,88.1,88.52,171.5,47.24,114.8,190.26,33.69,110.85,75.34,109.44,44.13,28.06,130.18,130.68,133.07,55.54,107.95,112.7,32.0,167.47,109.63,112.29,154.16,73.95,115.74,115.15,25.31,88.31,187.55,25.15,47.37,142.33,20.16,119.48,48.2408,116.97,93.45,101.91,217.24,1.0,94.95,134.92,41.19,140.44,109.8,89.63,150.62,117.13,92.0,104.81,98.48,270.65,137.95,216.73,87.91,226.53,22.0,188.8,125.94,103.03,102.06,116.28,142.44,189.53,52.76,42.97,102.48,0.32,165.65,74.79,105.97,114.57,44.06,138.37,1.89,18.37,111.76,48.1,130.5,553.06,88.45,156.67,139.22,88.74,35.28,86.18,90.24,291.8,94.99,438.1,163.04,100.57,98.59
20150629,193.83,95.53,66.51,119.18,160.65,329.96,13.92,1.0321799999999999,134.16,22250.0,129.17,74.16,161.26,192.37,2.92,21.66,86.65,113.15,92.23,85.47,49.17,215.37,147.34,97.82,113.84,118.22,106.12,147.77,126.12,116.42,156.21,101.98,0.0058,36.09,34.11,0.0242,96.43,521.52,1.0,107.78,115.69,97.3,88.81,164.5,100.32,86.37,87.88,168.54,43.66,112.88,158.88,33.76,109.15,76.28,105.33,43.56,27.58,127.46,127.68,132.83,54.63,105.76,110.01,32.15,164.7,106.98,109.34,152.64,72.65,113.23,111.83,24.62,86.71,199.62,24.41,47.55,143.61,19.56,121.19,47.2589,115.28,91.9,99.59,213.97,1.0,92.89,132.89,40.38,139.09,106.99,88.17,147.09,115.08,98.93,104.82,96.36,264.13,138.98,231.28,93.5,219.06,20.62,184.5,125.97,100.72,99.82,114.19,139.46,187.01,52.48,42.46,103.23,0.34,163.13,73.31,102.37,111.57,43.12,135.78,1.98,17.84,109.97,46.45,136.71,541.25,87.1,153.11,136.57,87.65,33.24,84.54,94.08,284.81,96.1,429.86,157.73,100.89,98.31
20150630,194.89,95.38,64.54,119.02,161.32,320.84,13.97,0.9957530000000001,135.86,21980.0,129.95,75.22,161.5,189.62,2.85,21.82,86.96,113.17,93.85,85.35,49.23,215.88,148.7,98.08,113.77,119.04,106.47,147.72,123.96,116.66,157.4,100.2,0.0059,36.33,34.21,0.0249,96.37,520.51,0.93,107.97,116.14,96.96,88.9,161.83,100.35,86.18,88.18,171.25,44.25,113.63,158.12,33.56,109.55,74.44,105.27,43.18,27.65,127.77,128.62,132.71,54.91,106.05,109.92,31.83,165.04,107.11,105.95,153.65,72.24,113.6,111.58,24.98,87.18,199.03,23.98,47.52,141.2,19.55,120.76,48.0075,114.63,91.77,99.79,213.91,1.0,93.26,132.63,40.18,139.85,106.74,88.27,147.82,115.91,97.49,104.83,96.12,262.93,136.21,228.33,92.77,222.27,20.77,186.14,122.65,101.2,100.16,114.23,139.76,185.44,51.21,42.88,103.04,0.34,162.54,73.95,104.67,115.25,43.23,137.08,1.91,17.85,109.88,46.51,135.71,540.04,84.78,152.48,135.98,87.43,33.3,84.22,93.33,288.81,95.83,434.09,158.08,100.9,96.32
